"Time (s) Run #1";"Temperature 1 (°C) Run #1";"Temperature 2 (°C) Run #1";"Temperature 3 (°C) Run #1";"Time (s) Run #2";"Temperature 1 (°C) Run #2";"Temperature 2 (°C) Run #2";"Temperature 3 (°C) Run #2"
493,500;67,49;71,04;66,43;493,500;68,55;75,59;69,63
493,550;67,48;71,03;66,44;493,550;68,55;75,59;69,63
493,600;67,49;71,03;66,43;493,600;68,55;75,59;69,63
493,650;67,49;71,03;66,43;493,650;68,55;75,58;69,63
493,700;67,48;71,03;66,43;493,700;68,55;75,58;69,63
493,750;67,48;71,03;66,43;493,750;68,55;75,59;69,63
493,800;67,48;71,03;66,43;493,800;68,55;75,59;69,63
493,850;67,48;71,03;66,43;493,850;68,54;75,59;69,63
493,900;67,48;71,03;66,43;493,900;68,55;75,58;69,63
493,950;67,48;71,03;66,43;493,950;68,54;75,58;69,62
494,000;67,48;71,03;66,43;494,000;68,55;75,58;69,63
494,050;67,48;71,03;66,43;494,050;68,55;75,58;69,62
494,100;67,48;71,03;66,43;494,100;68,54;75,58;69,63
494,150;67,48;71,03;66,43;494,150;68,54;75,58;69,62
494,200;67,48;71,03;66,43;494,200;68,54;75,58;69,62
494,250;67,48;71,03;66,42;494,250;68,54;75,58;69,62
494,300;67,48;71,03;66,42;494,300;68,54;75,58;69,62
494,350;67,48;71,02;66,43;494,350;68,54;75,58;69,62
494,400;67,48;71,03;66,42;494,400;68,54;75,57;69,62
494,450;67,48;71,02;66,42;494,450;68,54;75,57;69,62
494,500;67,48;71,03;66,43;494,500;68,54;75,57;69,62
494,550;67,48;71,02;66,42;494,550;68,54;75,57;69,62
494,600;67,48;71,02;66,42;494,600;68,53;75,57;69,62
494,650;67,48;71,02;66,42;494,650;68,53;75,57;69,61
494,700;67,48;71,02;66,42;494,700;68,54;75,57;69,61
494,750;67,48;71,02;66,42;494,750;68,53;75,57;69,61
494,800;67,48;71,02;66,42;494,800;68,53;75,57;69,62
494,850;67,47;71,02;66,42;494,850;68,53;75,57;69,61
494,900;67,47;71,02;66,42;494,900;68,53;75,56;69,61
494,950;67,48;71,02;66,42;494,950;68,53;75,57;69,61
495,000;67,47;71,02;66,41;495,000;68,53;75,57;69,61
495,050;67,47;71,02;66,42;495,050;68,53;75,56;69,61
495,100;67,47;71,01;66,41;495,100;68,53;75,56;69,61
495,150;67,47;71,02;66,41;495,150;68,53;75,56;69,61
495,200;67,47;71,01;66,41;495,200;68,53;75,56;69,61
495,250;67,47;71,02;66,41;495,250;68,52;75,56;69,60
495,300;67,47;71,01;66,41;495,300;68,52;75,56;69,60
495,350;67,47;71,01;66,41;495,350;68,52;75,56;69,60
495,400;67,47;71,01;66,41;495,400;68,53;75,56;69,60
495,450;67,47;71,01;66,41;495,450;68,52;75,56;69,60
495,500;67,47;71,01;66,41;495,500;68,52;75,56;69,60
495,550;67,47;71,01;66,41;495,550;68,52;75,56;69,60
495,600;67,47;71,01;66,41;495,600;68,52;75,56;69,60
495,650;67,47;71,01;66,41;495,650;68,52;75,55;69,60
495,700;67,47;71,01;66,41;495,700;68,52;75,55;69,60
495,750;67,47;71,00;66,41;495,750;68,51;75,55;69,60
495,800;67,47;71,01;66,41;495,800;68,51;75,55;69,60
495,850;67,47;71,01;66,41;495,850;68,52;75,55;69,60
495,900;67,47;71,01;66,41;495,900;68,52;75,55;69,60
495,950;67,47;71,01;66,41;495,950;68,51;75,55;69,60
496,000;67,47;71,01;66,41;496,000;68,51;75,55;69,60
496,050;67,47;71,00;66,40;496,050;68,51;75,55;69,59
496,100;67,47;71,00;66,40;496,100;68,51;75,55;69,60
496,150;67,47;71,00;66,40;496,150;68,51;75,54;69,60
496,200;67,47;71,01;66,41;496,200;68,51;75,54;69,59
496,250;67,46;71,00;66,41;496,250;68,51;75,54;69,59
496,300;67,47;71,00;66,40;496,300;68,51;75,54;69,59
496,350;67,46;71,00;66,40;496,350;68,51;75,54;69,59
496,400;67,46;71,00;66,40;496,400;68,50;75,54;69,59
496,450;67,46;71,01;66,40;496,450;68,51;75,54;69,59
496,500;67,46;71,00;66,40;496,500;68,50;75,54;69,59
496,550;67,46;71,00;66,40;496,550;68,50;75,54;69,59
496,600;67,46;71,00;66,40;496,600;68,50;75,54;69,59
496,650;67,46;71,00;66,40;496,650;68,50;75,53;69,59
496,700;67,46;71,00;66,40;496,700;68,50;75,53;69,59
496,750;67,46;71,00;66,40;496,750;68,50;75,53;69,59
496,800;67,46;71,00;66,40;496,800;68,50;75,53;69,58
496,850;67,46;71,00;66,40;496,850;68,50;75,53;69,58
496,900;67,46;70,99;66,39;496,900;68,50;75,53;69,58
496,950;67,46;70,99;66,39;496,950;68,50;75,53;69,58
497,000;67,46;71,00;66,40;497,000;68,49;75,53;69,58
497,050;67,46;70,99;66,39;497,050;68,49;75,52;69,58
497,100;67,46;71,00;66,40;497,100;68,49;75,52;69,58
497,150;67,46;70,99;66,40;497,150;68,49;75,52;69,58
497,200;67,46;70,99;66,39;497,200;68,49;75,52;69,58
497,250;67,46;70,99;66,40;497,250;68,49;75,52;69,58
497,300;67,46;70,99;66,39;497,300;68,49;75,52;69,58
497,350;67,46;70,99;66,39;497,350;68,48;75,52;69,58
497,400;67,46;70,99;66,39;497,400;68,48;75,52;69,58
497,450;67,46;70,99;66,39;497,450;68,48;75,52;69,58
497,500;67,46;70,99;66,39;497,500;68,48;75,52;69,58
497,550;67,46;70,99;66,39;497,550;68,48;75,51;69,58
497,600;67,46;70,99;66,39;497,600;68,48;75,51;69,58
497,650;67,45;70,99;66,39;497,650;68,48;75,51;69,58
497,700;67,46;70,99;66,39;497,700;68,48;75,51;69,58
497,750;67,46;70,99;66,39;497,750;68,48;75,51;69,57
497,800;67,45;70,99;66,39;497,800;68,48;75,51;69,58
497,850;67,46;70,99;66,38;497,850;68,48;75,51;69,58
497,900;67,46;70,99;66,39;497,900;68,47;75,51;69,57
497,950;67,46;70,99;66,39;497,950;68,48;75,51;69,57
498,000;67,46;70,98;66,39;498,000;68,47;75,51;69,57
498,050;67,46;70,99;66,38;498,050;68,47;75,51;69,57
498,100;67,46;70,99;66,39;498,100;68,47;75,50;69,57
498,150;67,46;70,98;66,38;498,150;68,47;75,50;69,57
498,200;67,45;70,99;66,38;498,200;68,47;75,50;69,57
498,250;67,46;70,98;66,38;498,250;68,47;75,50;69,57
498,300;67,45;70,98;66,38;498,300;68,46;75,50;69,57
498,350;67,45;70,98;66,39;498,350;68,47;75,50;69,57
498,400;67,45;70,98;66,38;498,400;68,46;75,50;69,57
498,450;67,45;70,98;66,38;498,450;68,46;75,50;69,57
498,500;67,46;70,98;66,38;498,500;68,46;75,50;69,57
498,550;67,45;70,98;66,38;498,550;68,46;75,49;69,56
498,600;67,45;70,98;66,38;498,600;68,46;75,49;69,57
498,650;67,45;70,98;66,38;498,650;68,46;75,49;69,57
498,700;67,45;70,99;66,38;498,700;68,46;75,49;69,57
498,750;67,45;70,98;66,37;498,750;68,46;75,49;69,56
498,800;67,45;70,98;66,38;498,800;68,46;75,49;69,56
498,850;67,45;70,98;66,37;498,850;68,45;75,49;69,56
498,900;67,45;70,98;66,37;498,900;68,45;75,49;69,56
498,950;67,45;70,98;66,38;498,950;68,45;75,49;69,56
499,000;67,45;70,97;66,37;499,000;68,45;75,48;69,56
499,050;67,45;70,98;66,37;499,050;68,45;75,48;69,56
499,100;67,45;70,98;66,37;499,100;68,45;75,48;69,56
499,150;67,45;70,97;66,37;499,150;68,45;75,48;69,56
499,200;67,45;70,98;66,37;499,200;68,45;75,48;69,56
499,250;67,45;70,98;66,37;499,250;68,45;75,48;69,56
499,300;67,45;70,98;66,37;499,300;68,45;75,48;69,56
499,350;67,45;70,98;66,37;499,350;68,44;75,48;69,56
499,400;67,45;70,97;66,37;499,400;68,44;75,48;69,56
499,450;67,45;70,97;66,37;499,450;68,44;75,47;69,56
499,500;67,44;70,98;66,37;499,500;68,44;75,48;69,56
499,550;67,44;70,98;66,37;499,550;68,44;75,47;69,56
499,600;67,45;70,97;66,37;499,600;68,44;75,47;69,56
499,650;67,44;70,97;66,37;499,650;68,44;75,47;69,56
499,700;67,44;70,97;66,37;499,700;68,44;75,48;69,56
499,750;67,44;70,97;66,37;499,750;68,44;75,47;69,56
499,800;67,44;70,97;66,37;499,800;68,44;75,47;69,55
499,850;67,44;70,97;66,36;499,850;68,44;75,47;69,55
499,900;67,44;70,97;66,37;499,900;68,43;75,47;69,55
499,950;67,44;70,97;66,37;499,950;68,43;75,47;69,55
500,000;67,44;70,97;66,36;500,000;68,43;75,47;69,55
500,050;67,44;70,97;66,36;500,050;68,43;75,47;69,55
500,100;67,44;70,97;66,36;500,100;68,43;75,47;69,55
500,150;67,44;70,97;66,36;500,150;68,43;75,47;69,55
500,200;67,44;70,97;66,36;500,200;68,43;75,47;69,55
500,250;67,44;70,97;66,36;500,250;68,43;75,46;69,55
500,300;67,44;70,97;66,36;500,300;68,43;75,46;69,55
500,350;67,44;70,97;66,36;500,350;68,42;75,46;69,55
500,400;67,44;70,97;66,36;500,400;68,42;75,46;69,55
500,450;67,44;70,97;66,36;500,450;68,43;75,46;69,55
500,500;67,44;70,97;66,36;500,500;68,43;75,46;69,55
500,550;67,44;70,97;66,36;500,550;68,42;75,46;69,55
500,600;67,44;70,97;66,36;500,600;68,42;75,46;69,55
500,650;67,43;70,96;66,36;500,650;68,42;75,46;69,55
500,700;67,43;70,97;66,36;500,700;68,42;75,46;69,54
500,750;67,43;70,97;66,36;500,750;68,42;75,46;69,54
500,800;67,43;70,96;66,35;500,800;68,42;75,46;69,54
500,850;67,43;70,97;66,36;500,850;68,41;75,45;69,55
500,900;67,43;70,96;66,36;500,900;68,42;75,45;69,54
500,950;67,43;70,96;66,35;500,950;68,41;75,45;69,54
501,000;67,43;70,96;66,35;501,000;68,41;75,45;69,54
501,050;67,43;70,97;66,35;501,050;68,41;75,45;69,54
501,100;67,43;70,96;66,35;501,100;68,41;75,45;69,54
501,150;67,43;70,96;66,35;501,150;68,41;75,45;69,54
501,200;67,43;70,96;66,35;501,200;68,41;75,45;69,54
501,250;67,43;70,96;66,35;501,250;68,41;75,45;69,54
501,300;67,43;70,96;66,35;501,300;68,41;75,44;69,54
501,350;67,43;70,96;66,35;501,350;68,40;75,45;69,54
501,400;67,42;70,96;66,35;501,400;68,41;75,45;69,53
501,450;67,42;70,96;66,35;501,450;68,40;75,45;69,53
501,500;67,42;70,96;66,35;501,500;68,40;75,44;69,53
501,550;67,42;70,96;66,35;501,550;68,40;75,44;69,53
501,600;67,42;70,96;66,35;501,600;68,40;75,44;69,53
501,650;67,42;70,96;66,34;501,650;68,40;75,44;69,53
501,700;67,42;70,96;66,35;501,700;68,40;75,44;69,53
501,750;67,42;70,96;66,35;501,750;68,40;75,44;69,53
501,800;67,42;70,96;66,35;501,800;68,40;75,44;69,53
501,850;67,42;70,95;66,34;501,850;68,40;75,44;69,53
501,900;67,42;70,96;66,34;501,900;68,40;75,44;69,53
501,950;67,42;70,96;66,35;501,950;68,40;75,44;69,53
502,000;67,42;70,96;66,34;502,000;68,39;75,44;69,52
502,050;67,42;70,96;66,34;502,050;68,39;75,44;69,53
502,100;67,42;70,96;66,34;502,100;68,39;75,44;69,53
502,150;67,41;70,96;66,34;502,150;68,39;75,44;69,53
502,200;67,42;70,96;66,34;502,200;68,39;75,44;69,53
502,250;67,42;70,96;66,34;502,250;68,39;75,44;69,52
502,300;67,41;70,96;66,34;502,300;68,39;75,44;69,52
502,350;67,42;70,95;66,34;502,350;68,39;75,44;69,52
502,400;67,41;70,95;66,34;502,400;68,39;75,44;69,52
502,450;67,41;70,95;66,34;502,450;68,39;75,44;69,52
502,500;67,42;70,96;66,34;502,500;68,39;75,44;69,52
502,550;67,41;70,96;66,34;502,550;68,39;75,44;69,52
502,600;67,41;70,95;66,34;502,600;68,39;75,43;69,52
502,650;67,41;70,95;66,33;502,650;68,38;75,44;69,52
502,700;67,41;70,95;66,34;502,700;68,38;75,44;69,52
502,750;67,41;70,96;66,34;502,750;68,38;75,44;69,52
502,800;67,40;70,95;66,33;502,800;68,38;75,43;69,52
502,850;67,41;70,95;66,33;502,850;68,38;75,43;69,51
502,900;67,40;70,95;66,33;502,900;68,38;75,43;69,51
502,950;67,41;70,95;66,33;502,950;68,38;75,43;69,52
503,000;67,40;70,95;66,33;503,000;68,38;75,43;69,52
503,050;67,40;70,95;66,33;503,050;68,38;75,43;69,52
503,100;67,40;70,95;66,33;503,100;68,37;75,43;69,51
503,150;67,40;70,95;66,33;503,150;68,37;75,43;69,51
503,200;67,40;70,95;66,33;503,200;68,37;75,43;69,51
503,250;67,40;70,95;66,33;503,250;68,37;75,43;69,51
503,300;67,40;70,95;66,33;503,300;68,38;75,43;69,51
503,350;67,40;70,95;66,33;503,350;68,37;75,43;69,51
503,400;67,40;70,95;66,33;503,400;68,37;75,43;69,51
503,450;67,40;70,95;66,33;503,450;68,37;75,43;69,51
503,500;67,40;70,95;66,33;503,500;68,37;75,43;69,51
503,550;67,40;70,95;66,32;503,550;68,37;75,43;69,51
503,600;67,40;70,95;66,33;503,600;68,37;75,43;69,51
503,650;67,39;70,95;66,32;503,650;68,37;75,43;69,51
503,700;67,39;70,95;66,33;503,700;68,37;75,43;69,51
503,750;67,39;70,95;66,32;503,750;68,37;75,43;69,50
503,800;67,39;70,95;66,32;503,800;68,37;75,43;69,51
503,850;67,39;70,95;66,32;503,850;68,37;75,43;69,50
503,900;67,39;70,94;66,32;503,900;68,36;75,43;69,51
503,950;67,39;70,94;66,32;503,950;68,36;75,43;69,50
504,000;67,39;70,95;66,32;504,000;68,36;75,43;69,50
504,050;67,39;70,95;66,32;504,050;68,36;75,43;69,50
504,100;67,39;70,95;66,32;504,100;68,36;75,43;69,50
504,150;67,39;70,95;66,32;504,150;68,36;75,43;69,49
504,200;67,39;70,94;66,32;504,200;68,36;75,43;69,50
504,250;67,39;70,95;66,32;504,250;68,36;75,43;69,50
504,300;67,39;70,94;66,32;504,300;68,36;75,43;69,50
504,350;67,39;70,95;66,32;504,350;68,35;75,43;69,49
504,400;67,38;70,94;66,32;504,400;68,36;75,43;69,50
504,450;67,38;70,95;66,32;504,450;68,36;75,43;69,49
504,500;67,38;70,95;66,32;504,500;68,35;75,43;69,50
504,550;67,38;70,94;66,31;504,550;68,36;75,43;69,49
504,600;67,38;70,95;66,31;504,600;68,35;75,43;69,49
504,650;67,38;70,94;66,31;504,650;68,36;75,43;69,49
504,700;67,38;70,94;66,31;504,700;68,35;75,43;69,49
504,750;67,38;70,94;66,31;504,750;68,35;75,43;69,49
504,800;67,38;70,94;66,31;504,800;68,35;75,43;69,49
504,850;67,38;70,94;66,31;504,850;68,35;75,43;69,49
504,900;67,37;70,94;66,31;504,900;68,35;75,43;69,49
504,950;67,37;70,95;66,31;504,950;68,35;75,43;69,49
505,000;67,37;70,94;66,31;505,000;68,35;75,43;69,49
505,050;67,37;70,94;66,31;505,050;68,35;75,43;69,49
505,100;67,37;70,94;66,31;505,100;68,35;75,43;69,49
505,150;67,37;70,94;66,31;505,150;68,35;75,43;69,49
505,200;67,37;70,94;66,31;505,200;68,35;75,43;69,48
505,250;67,37;70,94;66,31;505,250;68,35;75,43;69,48
505,300;67,37;70,94;66,31;505,300;68,34;75,43;69,48
505,350;67,37;70,94;66,31;505,350;68,34;75,43;69,48
505,400;67,37;70,94;66,30;505,400;68,34;75,43;69,48
505,450;67,37;70,94;66,31;505,450;68,34;75,43;69,48
505,500;67,37;70,94;66,31;505,500;68,34;75,43;69,48
505,550;67,36;70,94;66,30;505,550;68,34;75,43;69,48
505,600;67,36;70,94;66,30;505,600;68,34;75,43;69,48
505,650;67,36;70,94;66,30;505,650;68,33;75,43;69,48
505,700;67,37;70,94;66,30;505,700;68,33;75,43;69,48
505,750;67,36;70,94;66,30;505,750;68,34;75,43;69,48
505,800;67,36;70,94;66,30;505,800;68,34;75,43;69,48
505,850;67,36;70,94;66,30;505,850;68,33;75,43;69,47
505,900;67,36;70,94;66,30;505,900;68,34;75,43;69,48
505,950;67,36;70,94;66,30;505,950;68,33;75,43;69,48
506,000;67,36;70,94;66,30;506,000;68,33;75,43;69,47
506,050;67,36;70,94;66,30;506,050;68,33;75,43;69,47
506,100;67,36;70,94;66,30;506,100;68,33;75,43;69,47
506,150;67,36;70,94;66,30;506,150;68,33;75,43;69,48
506,200;67,35;70,94;66,30;506,200;68,33;75,43;69,47
506,250;67,35;70,93;66,30;506,250;68,33;75,43;69,47
506,300;67,36;70,94;66,30;506,300;68,33;75,43;69,47
506,350;67,35;70,93;66,29;506,350;68,33;75,43;69,47
506,400;67,35;70,93;66,29;506,400;68,33;75,43;69,47
506,450;67,35;70,94;66,30;506,450;68,32;75,43;69,47
506,500;67,35;70,93;66,30;506,500;68,32;75,43;69,47
506,550;67,35;70,93;66,29;506,550;68,33;75,43;69,46
506,600;67,35;70,94;66,29;506,600;68,32;75,43;69,47
506,650;67,35;70,94;66,29;506,650;68,32;75,43;69,47
506,700;67,35;70,93;66,29;506,700;68,32;75,43;69,47
506,750;67,35;70,94;66,29;506,750;68,32;75,43;69,47
506,800;67,35;70,93;66,29;506,800;68,32;75,43;69,46
506,850;67,35;70,94;66,29;506,850;68,32;75,43;69,47
506,900;67,35;70,94;66,29;506,900;68,32;75,43;69,46
506,950;67,35;70,93;66,29;506,950;68,32;75,42;69,46
507,000;67,34;70,93;66,29;507,000;68,32;75,43;69,46
507,050;67,34;70,93;66,29;507,050;68,32;75,43;69,46
507,100;67,35;70,93;66,29;507,100;68,32;75,43;69,46
507,150;67,34;70,93;66,29;507,150;68,32;75,43;69,46
507,200;67,35;70,93;66,29;507,200;68,32;75,43;69,46
507,250;67,34;70,93;66,28;507,250;68,31;75,43;69,46
507,300;67,34;70,93;66,29;507,300;68,31;75,43;69,46
507,350;67,34;70,93;66,29;507,350;68,31;75,43;69,46
507,400;67,34;70,93;66,28;507,400;68,31;75,43;69,46
507,450;67,34;70,93;66,28;507,450;68,31;75,43;69,46
507,500;67,34;70,93;66,28;507,500;68,31;75,43;69,45
507,550;67,34;70,93;66,28;507,550;68,31;75,43;69,45
507,600;67,34;70,93;66,28;507,600;68,31;75,43;69,45
507,650;67,34;70,93;66,28;507,650;68,31;75,43;69,45
507,700;67,34;70,93;66,28;507,700;68,31;75,43;69,45
507,750;67,33;70,93;66,28;507,750;68,31;75,43;69,45
507,800;67,33;70,93;66,28;507,800;68,31;75,43;69,45
507,850;67,33;70,93;66,28;507,850;68,30;75,43;69,45
507,900;67,33;70,93;66,28;507,900;68,31;75,43;69,45
507,950;67,33;70,93;66,27;507,950;68,30;75,42;69,45
508,000;67,33;70,92;66,28;508,000;68,30;75,43;69,45
508,050;67,33;70,93;66,28;508,050;68,30;75,42;69,45
508,100;67,33;70,92;66,28;508,100;68,30;75,43;69,45
508,150;67,33;70,92;66,27;508,150;68,30;75,43;69,44
508,200;67,33;70,92;66,28;508,200;68,30;75,43;69,44
508,250;67,33;70,93;66,27;508,250;68,30;75,42;69,44
508,300;67,32;70,92;66,27;508,300;68,30;75,42;69,44
508,350;67,32;70,92;66,27;508,350;68,30;75,42;69,45
508,400;67,33;70,92;66,27;508,400;68,29;75,42;69,44
508,450;67,33;70,92;66,27;508,450;68,29;75,42;69,44
508,500;67,32;70,92;66,27;508,500;68,29;75,42;69,44
508,550;67,33;70,92;66,27;508,550;68,29;75,42;69,44
508,600;67,32;70,92;66,27;508,600;68,29;75,42;69,44
508,650;67,32;70,92;66,27;508,650;68,29;75,42;69,44
508,700;67,32;70,92;66,27;508,700;68,29;75,42;69,43
508,750;67,32;70,92;66,27;508,750;68,29;75,43;69,44
508,800;67,32;70,92;66,27;508,800;68,29;75,42;69,44
508,850;67,32;70,92;66,27;508,850;68,29;75,42;69,43
508,900;67,32;70,92;66,27;508,900;68,29;75,42;69,44
508,950;67,32;70,92;66,27;508,950;68,29;75,42;69,43
509,000;67,32;70,92;66,27;509,000;68,29;75,42;69,43
509,050;67,32;70,92;66,26;509,050;68,29;75,42;69,43
509,100;67,32;70,92;66,27;509,100;68,28;75,42;69,43
509,150;67,32;70,92;66,26;509,150;68,29;75,42;69,43
509,200;67,32;70,92;66,26;509,200;68,28;75,42;69,43
509,250;67,32;70,91;66,26;509,250;68,28;75,42;69,43
509,300;67,31;70,92;66,26;509,300;68,28;75,42;69,43
509,350;67,31;70,92;66,26;509,350;68,28;75,42;69,42
509,400;67,31;70,91;66,26;509,400;68,28;75,43;69,43
509,450;67,31;70,91;66,26;509,450;68,28;75,42;69,42
509,500;67,31;70,91;66,26;509,500;68,28;75,42;69,42
509,550;67,31;70,91;66,26;509,550;68,28;75,42;69,42
509,600;67,31;70,91;66,26;509,600;68,28;75,42;69,42
509,650;67,31;70,91;66,26;509,650;68,27;75,42;69,42
509,700;67,31;70,92;66,26;509,700;68,28;75,42;69,42
509,750;67,31;70,91;66,25;509,750;68,27;75,43;69,42
509,800;67,31;70,91;66,25;509,800;68,27;75,42;69,42
509,850;67,31;70,91;66,26;509,850;68,27;75,42;69,42
509,900;67,31;70,91;66,25;509,900;68,27;75,42;69,42
509,950;67,31;70,91;66,25;509,950;68,27;75,42;69,42
510,000;67,31;70,91;66,25;510,000;68,27;75,42;69,42
510,050;67,31;70,91;66,25;510,050;68,27;75,42;69,42
510,100;67,31;70,91;66,25;510,100;68,27;75,42;69,41
510,150;67,31;70,91;66,25;510,150;68,27;75,42;69,41
510,200;67,31;70,91;66,25;510,200;68,27;75,42;69,41
510,250;67,30;70,91;66,25;510,250;68,27;75,42;69,41
510,300;67,31;70,91;66,25;510,300;68,27;75,42;69,41
510,350;67,30;70,91;66,25;510,350;68,27;75,42;69,41
510,400;67,30;70,90;66,24;510,400;68,26;75,42;69,41
510,450;67,30;70,90;66,24;510,450;68,27;75,42;69,41
510,500;67,30;70,90;66,24;510,500;68,26;75,42;69,41
510,550;67,30;70,91;66,24;510,550;68,26;75,42;69,41
510,600;67,30;70,91;66,24;510,600;68,26;75,42;69,41
510,650;67,30;70,90;66,24;510,650;68,26;75,42;69,40
510,700;67,30;70,90;66,24;510,700;68,26;75,42;69,40
510,750;67,30;70,90;66,24;510,750;68,26;75,42;69,40
510,800;67,30;70,90;66,24;510,800;68,25;75,42;69,40
510,850;67,30;70,90;66,24;510,850;68,26;75,42;69,40
510,900;67,30;70,90;66,24;510,900;68,26;75,42;69,40
510,950;67,29;70,90;66,24;510,950;68,26;75,42;69,40
511,000;67,29;70,90;66,24;511,000;68,25;75,42;69,40
511,050;67,30;70,90;66,24;511,050;68,25;75,42;69,40
511,100;67,29;70,90;66,24;511,100;68,25;75,42;69,40
511,150;67,29;70,90;66,23;511,150;68,25;75,42;69,40
511,200;67,30;70,90;66,23;511,200;68,25;75,42;69,40
511,250;67,29;70,90;66,23;511,250;68,25;75,42;69,40
511,300;67,29;70,90;66,23;511,300;68,25;75,42;69,39
511,350;67,29;70,90;66,23;511,350;68,25;75,42;69,40
511,400;67,29;70,90;66,23;511,400;68,25;75,42;69,40
511,450;67,29;70,89;66,23;511,450;68,25;75,42;69,39
511,500;67,29;70,90;66,23;511,500;68,25;75,42;69,40
511,550;67,29;70,89;66,23;511,550;68,25;75,42;69,39
511,600;67,29;70,89;66,23;511,600;68,25;75,42;69,39
511,650;67,29;70,89;66,23;511,650;68,25;75,42;69,39
511,700;67,29;70,89;66,22;511,700;68,25;75,42;69,39
511,750;67,29;70,89;66,22;511,750;68,25;75,42;69,38
511,800;67,29;70,89;66,22;511,800;68,25;75,42;69,39
511,850;67,29;70,89;66,22;511,850;68,25;75,42;69,38
511,900;67,29;70,89;66,22;511,900;68,24;75,42;69,39
511,950;67,29;70,89;66,22;511,950;68,24;75,41;69,38
512,000;67,28;70,89;66,22;512,000;68,24;75,41;69,38
512,050;67,29;70,89;66,22;512,050;68,24;75,42;69,38
512,100;67,28;70,89;66,22;512,100;68,24;75,41;69,38
512,150;67,28;70,89;66,22;512,150;68,24;75,41;69,38
512,200;67,29;70,89;66,22;512,200;68,24;75,41;69,38
512,250;67,28;70,88;66,22;512,250;68,24;75,41;69,38
512,300;67,28;70,89;66,22;512,300;68,24;75,42;69,38
512,350;67,29;70,89;66,22;512,350;68,24;75,41;69,38
512,400;67,28;70,89;66,21;512,400;68,24;75,41;69,38
512,450;67,28;70,88;66,22;512,450;68,24;75,41;69,38
512,500;67,28;70,88;66,21;512,500;68,24;75,41;69,37
512,550;67,28;70,88;66,21;512,550;68,24;75,41;69,38
512,600;67,28;70,88;66,21;512,600;68,24;75,41;69,38
512,650;67,28;70,88;66,21;512,650;68,24;75,41;69,37
512,700;67,28;70,88;66,21;512,700;68,23;75,41;69,37
512,750;67,28;70,88;66,21;512,750;68,23;75,41;69,37
512,800;67,28;70,88;66,21;512,800;68,23;75,41;69,37
512,850;67,28;70,88;66,21;512,850;68,23;75,41;69,37
512,900;67,28;70,88;66,21;512,900;68,23;75,41;69,37
512,950;67,28;70,88;66,21;512,950;68,23;75,41;69,37
513,000;67,28;70,88;66,21;513,000;68,23;75,40;69,37
513,050;67,28;70,88;66,21;513,050;68,23;75,41;69,37
513,100;67,27;70,88;66,21;513,100;68,23;75,40;69,37
513,150;67,27;70,88;66,21;513,150;68,23;75,40;69,37
513,200;67,27;70,88;66,20;513,200;68,23;75,40;69,37
513,250;67,27;70,88;66,20;513,250;68,23;75,40;69,37
513,300;67,27;70,88;66,21;513,300;68,22;75,40;69,36
513,350;67,27;70,88;66,21;513,350;68,23;75,40;69,37
513,400;67,27;70,87;66,20;513,400;68,23;75,40;69,36
513,450;67,27;70,87;66,20;513,450;68,22;75,40;69,36
513,500;67,27;70,88;66,20;513,500;68,23;75,40;69,36
513,550;67,27;70,87;66,20;513,550;68,22;75,39;69,36
513,600;67,27;70,87;66,20;513,600;68,22;75,39;69,36
513,650;67,27;70,87;66,20;513,650;68,22;75,39;69,36
513,700;67,27;70,87;66,19;513,700;68,22;75,39;69,36
513,750;67,27;70,87;66,20;513,750;68,22;75,39;69,36
513,800;67,27;70,87;66,19;513,800;68,22;75,39;69,36
513,850;67,27;70,86;66,20;513,850;68,22;75,39;69,36
513,900;67,27;70,87;66,20;513,900;68,22;75,39;69,36
513,950;67,27;70,87;66,20;513,950;68,22;75,39;69,36
514,000;67,26;70,87;66,19;514,000;68,22;75,39;69,36
514,050;67,27;70,87;66,19;514,050;68,22;75,39;69,36
514,100;67,27;70,87;66,19;514,100;68,22;75,39;69,35
514,150;67,26;70,87;66,19;514,150;68,22;75,39;69,35
514,200;67,26;70,86;66,19;514,200;68,22;75,38;69,36
514,250;67,26;70,86;66,19;514,250;68,22;75,38;69,35
514,300;67,26;70,86;66,19;514,300;68,22;75,38;69,35
514,350;67,26;70,86;66,19;514,350;68,21;75,38;69,35
514,400;67,27;70,86;66,19;514,400;68,21;75,38;69,35
514,450;67,26;70,86;66,19;514,450;68,21;75,38;69,35
514,500;67,26;70,86;66,19;514,500;68,21;75,38;69,35
514,550;67,26;70,86;66,19;514,550;68,21;75,38;69,35
514,600;67,26;70,86;66,19;514,600;68,21;75,37;69,35
514,650;67,26;70,86;66,19;514,650;68,21;75,38;69,35
514,700;67,26;70,86;66,19;514,700;68,21;75,37;69,35
514,750;67,26;70,86;66,18;514,750;68,21;75,37;69,35
514,800;67,26;70,85;66,18;514,800;68,21;75,37;69,35
514,850;67,26;70,86;66,19;514,850;68,21;75,37;69,35
514,900;67,26;70,85;66,18;514,900;68,21;75,37;69,35
514,950;67,26;70,85;66,18;514,950;68,21;75,37;69,35
515,000;67,26;70,85;66,18;515,000;68,21;75,37;69,35
515,050;67,26;70,85;66,18;515,050;68,21;75,37;69,35
515,100;67,26;70,85;66,18;515,100;68,21;75,37;69,35
