"Time (s) Run #1";"Temperature 1 (°C) Run #1";"Temperature 2 (°C) Run #1";"Temperature 3 (°C) Run #1";"Time (s) Run #2";"Temperature 1 (°C) Run #2";"Temperature 2 (°C) Run #2";"Temperature 3 (°C) Run #2";"Time (s) Run #3";"Temperature 1 (°C) Run #3";"Temperature 2 (°C) Run #3";"Temperature 3 (°C) Run #3"
1032,300;66,12;63,02;60,37;;;;;1032,300;67,87;68,69;73,98
1032,350;66,12;63,01;60,37;;;;;1032,350;67,86;68,69;73,98
1032,400;66,12;63,01;60,37;;;;;1032,400;67,87;68,69;73,98
1032,450;66,12;63,01;60,37;;;;;1032,450;67,86;68,69;73,98
1032,500;66,12;63,01;60,37;;;;;1032,500;67,86;68,69;73,98
1032,550;66,12;63,01;60,37;;;;;1032,550;67,86;68,69;73,98
1032,600;66,12;63,01;60,36;;;;;1032,600;67,86;68,69;73,98
1032,650;66,12;63,01;60,37;;;;;1032,650;67,86;68,69;73,98
1032,700;66,12;63,01;60,37;;;;;1032,700;67,86;68,69;73,98
1032,750;66,12;63,01;60,36;;;;;1032,750;67,86;68,69;73,98
1032,800;66,12;63,01;60,36;;;;;1032,800;67,86;68,68;73,97
1032,850;66,12;63,01;60,36;;;;;1032,850;67,86;68,68;73,98
1032,900;66,12;63,01;60,36;;;;;1032,900;67,86;68,68;73,97
1032,950;66,12;63,01;60,36;;;;;1032,950;67,86;68,68;73,98
1033,000;66,12;63,01;60,36;;;;;1033,000;67,86;68,68;73,97
1033,050;66,12;63,01;60,36;;;;;1033,050;67,86;68,68;73,97
1033,100;66,12;63,01;60,36;;;;;1033,100;67,86;68,68;73,97
1033,150;66,12;63,01;60,36;;;;;1033,150;67,86;68,68;73,97
1033,200;66,12;63,01;60,36;;;;;1033,200;67,86;68,68;73,97
1033,250;66,11;63,01;60,36;;;;;1033,250;67,85;68,68;73,97
1033,300;66,11;63,01;60,36;;;;;1033,300;67,86;68,68;73,97
1033,350;66,11;63,01;60,36;;;;;1033,350;67,85;68,68;73,97
1033,400;66,11;63,01;60,36;;;;;1033,400;67,85;68,68;73,97
1033,450;66,11;63,01;60,36;;;;;1033,450;67,85;68,67;73,97
1033,500;66,11;63,01;60,36;;;;;1033,500;67,85;68,67;73,97
1033,550;66,11;63,01;60,36;;;;;1033,550;67,85;68,68;73,97
1033,600;66,11;63,01;60,36;;;;;1033,600;67,85;68,67;73,97
1033,650;66,11;63,01;60,36;;;;;1033,650;67,85;68,67;73,97
1033,700;66,11;63,01;60,36;;;;;1033,700;67,85;68,67;73,97
1033,750;66,11;63,01;60,36;;;;;1033,750;67,85;68,67;73,96
1033,800;66,11;63,01;60,35;;;;;1033,800;67,85;68,67;73,96
1033,850;66,11;63,01;60,35;;;;;1033,850;67,85;68,67;73,96
1033,900;66,11;63,01;60,36;;;;;1033,900;67,84;68,67;73,96
1033,950;66,11;63,01;60,35;;;;;1033,950;67,84;68,67;73,96
1034,000;66,11;63,01;60,35;;;;;1034,000;67,85;68,67;73,96
1034,050;66,11;63,01;60,35;;;;;1034,050;67,85;68,67;73,96
1034,100;66,11;63,01;60,35;;;;;1034,100;67,84;68,67;73,96
1034,150;66,11;63,01;60,35;;;;;1034,150;67,84;68,67;73,96
1034,200;66,11;63,01;60,35;;;;;1034,200;67,84;68,67;73,95
1034,250;66,11;63,01;60,35;;;;;1034,250;67,84;68,67;73,96
1034,300;66,11;63,01;60,35;;;;;1034,300;67,84;68,67;73,96
1034,350;66,11;63,01;60,35;;;;;1034,350;67,85;68,67;73,96
1034,400;66,10;63,01;60,35;;;;;1034,400;67,84;68,67;73,96
1034,450;66,11;63,01;60,35;;;;;1034,450;67,84;68,67;73,96
1034,500;66,11;63,01;60,35;;;;;1034,500;67,84;68,66;73,96
1034,550;66,11;63,01;60,35;;;;;1034,550;67,84;68,66;73,95
1034,600;66,11;63,02;60,35;;;;;1034,600;67,84;68,67;73,95
1034,650;66,11;63,02;60,35;;;;;1034,650;67,84;68,66;73,95
1034,700;66,10;63,01;60,35;;;;;1034,700;67,84;68,66;73,95
1034,750;66,10;63,01;60,35;;;;;1034,750;67,84;68,66;73,95
1034,800;66,10;63,01;60,35;;;;;1034,800;67,84;68,66;73,95
1034,850;66,10;63,02;60,35;;;;;1034,850;67,84;68,66;73,95
1034,900;66,10;63,01;60,35;;;;;1034,900;67,84;68,66;73,95
1034,950;66,10;63,01;60,35;;;;;1034,950;67,84;68,66;73,95
1035,000;66,10;63,02;60,34;;;;;1035,000;67,84;68,66;73,94
1035,050;66,10;63,02;60,34;;;;;1035,050;67,83;68,66;73,95
1035,100;66,10;63,02;60,35;;;;;1035,100;67,83;68,66;73,95
1035,150;66,10;63,02;60,34;;;;;1035,150;67,83;68,66;73,95
1035,200;66,10;63,02;60,34;;;;;1035,200;67,83;68,66;73,95
1035,250;66,10;63,02;60,35;;;;;1035,250;67,83;68,66;73,94
1035,300;66,10;63,02;60,34;;;;;1035,300;67,83;68,65;73,94
1035,350;66,10;63,02;60,34;;;;;1035,350;67,83;68,66;73,95
1035,400;66,10;63,02;60,34;;;;;1035,400;67,83;68,65;73,94
1035,450;66,10;63,02;60,34;;;;;1035,450;67,83;68,65;73,94
1035,500;66,10;63,02;60,34;;;;;1035,500;67,83;68,65;73,94
1035,550;66,10;63,02;60,34;;;;;1035,550;67,83;68,65;73,94
1035,600;66,10;63,02;60,34;;;;;1035,600;67,83;68,65;73,94
1035,650;66,10;63,02;60,34;;;;;1035,650;67,83;68,65;73,94
1035,700;66,10;63,02;60,34;;;;;1035,700;67,82;68,65;73,94
1035,750;66,10;63,02;60,34;;;;;1035,750;67,83;68,66;73,94
1035,800;66,10;63,01;60,34;;;;;1035,800;67,83;68,65;73,94
1035,850;66,10;63,02;60,34;;;;;1035,850;67,83;68,65;73,94
1035,900;66,10;63,02;60,34;;;;;1035,900;67,82;68,65;73,94
1035,950;66,10;63,02;60,33;;;;;1035,950;67,82;68,65;73,94
1036,000;66,10;63,02;60,34;;;;;1036,000;67,82;68,65;73,94
1036,050;66,10;63,02;60,34;;;;;1036,050;67,82;68,65;73,94
1036,100;66,10;63,02;60,33;;;;;1036,100;67,82;68,65;73,94
1036,150;66,09;63,01;60,33;;;;;1036,150;67,82;68,65;73,94
1036,200;66,09;63,02;60,33;;;;;1036,200;67,82;68,65;73,94
1036,250;66,09;63,02;60,33;;;;;1036,250;67,82;68,65;73,94
1036,300;66,10;63,02;60,33;;;;;1036,300;67,82;68,65;73,94
1036,350;66,10;63,02;60,33;;;;;1036,350;67,82;68,65;73,94
1036,400;66,09;63,02;60,33;;;;;1036,400;67,82;68,65;73,94
1036,450;66,09;63,02;60,33;;;;;1036,450;67,82;68,65;73,93
1036,500;66,09;63,02;60,33;;;;;1036,500;67,82;68,65;73,94
1036,550;66,09;63,02;60,33;;;;;1036,550;67,82;68,64;73,93
1036,600;66,09;63,02;60,33;;;;;1036,600;67,82;68,65;73,94
1036,650;66,09;63,02;60,33;;;;;1036,650;67,82;68,65;73,94
1036,700;66,09;63,02;60,33;;;;;1036,700;67,82;68,65;73,94
1036,750;66,09;63,02;60,32;;;;;1036,750;67,82;68,65;73,93
1036,800;66,09;63,02;60,32;;;;;1036,800;67,81;68,65;73,93
1036,850;66,09;63,02;60,32;;;;;1036,850;67,81;68,64;73,93
1036,900;66,09;63,02;60,32;;;;;1036,900;67,81;68,64;73,93
1036,950;66,09;63,02;60,33;;;;;1036,950;67,81;68,64;73,93
1037,000;66,09;63,02;60,33;;;;;1037,000;67,81;68,64;73,93
1037,050;66,09;63,02;60,33;;;;;1037,050;67,81;68,64;73,94
1037,100;66,09;63,01;60,32;;;;;1037,100;67,81;68,64;73,93
1037,150;66,09;63,02;60,32;;;;;1037,150;67,81;68,64;73,93
1037,200;66,09;63,01;60,32;;;;;1037,200;67,81;68,64;73,93
1037,250;66,09;63,01;60,32;;;;;1037,250;67,81;68,64;73,93
1037,300;66,09;63,02;60,32;;;;;1037,300;67,81;68,64;73,93
1037,350;66,09;63,02;60,32;;;;;1037,350;67,81;68,64;73,93
1037,400;66,09;63,02;60,32;;;;;1037,400;67,81;68,64;73,93
1037,450;66,09;63,01;60,32;;;;;1037,450;67,81;68,64;73,93
1037,500;66,08;63,01;60,32;;;;;1037,500;67,80;68,64;73,93
1037,550;66,08;63,01;60,32;;;;;1037,550;67,81;68,64;73,93
1037,600;66,09;63,00;60,32;;;;;1037,600;67,80;68,64;73,93
1037,650;66,09;63,01;60,32;;;;;1037,650;67,80;68,64;73,93
1037,700;66,09;63,01;60,32;;;;;1037,700;67,80;68,64;73,93
1037,750;66,08;63,01;60,32;;;;;1037,750;67,80;68,64;73,93
1037,800;66,08;63,00;60,32;;;;;1037,800;67,80;68,64;73,94
1037,850;66,08;63,00;60,32;;;;;1037,850;67,80;68,64;73,93
1037,900;66,08;63,00;60,32;;;;;1037,900;67,80;68,63;73,93
1037,950;66,08;63,00;60,31;;;;;1037,950;67,80;68,64;73,93
1038,000;66,08;63,00;60,32;;;;;1038,000;67,80;68,63;73,93
1038,050;66,09;63,00;60,32;;;;;1038,050;67,80;68,63;73,93
1038,100;66,08;63,00;60,31;;;;;1038,100;67,80;68,63;73,93
1038,150;66,08;62,99;60,31;;;;;1038,150;67,80;68,63;73,93
1038,200;66,08;62,99;60,31;;;;;1038,200;67,80;68,64;73,93
1038,250;66,08;62,99;60,31;;;;;1038,250;67,80;68,63;73,93
1038,300;66,08;62,99;60,31;;;;;1038,300;67,80;68,63;73,93
1038,350;66,08;62,99;60,31;;;;;1038,350;67,80;68,63;73,93
1038,400;66,08;62,98;60,31;;;;;1038,400;67,80;68,63;73,93
1038,450;66,08;62,99;60,31;;;;;1038,450;67,80;68,63;73,93
1038,500;66,08;62,98;60,31;;;;;1038,500;67,80;68,63;73,93
1038,550;66,08;62,98;60,31;;;;;1038,550;67,79;68,63;73,94
1038,600;66,08;62,98;60,30;;;;;1038,600;67,80;68,63;73,93
1038,650;66,07;62,98;60,31;;;;;1038,650;67,79;68,63;73,93
1038,700;66,08;62,98;60,31;;;;;1038,700;67,79;68,63;73,94
1038,750;66,08;62,97;60,31;;;;;1038,750;67,79;68,63;73,93
1038,800;66,08;62,98;60,31;;;;;1038,800;67,79;68,63;73,93
1038,850;66,08;62,97;60,30;;;;;1038,850;67,79;68,63;73,93
1038,900;66,07;62,97;60,30;;;;;1038,900;67,79;68,63;73,93
1038,950;66,08;62,97;60,30;;;;;1038,950;67,79;68,63;73,93
1039,000;66,07;62,97;60,31;;;;;1039,000;67,79;68,63;73,93
1039,050;66,07;62,97;60,30;;;;;1039,050;67,79;68,63;73,93
1039,100;66,07;62,97;60,30;;;;;1039,100;67,79;68,63;73,94
1039,150;66,07;62,97;60,30;;;;;1039,150;67,79;68,62;73,93
1039,200;66,07;62,97;60,30;;;;;1039,200;67,79;68,62;73,94
1039,250;66,07;62,97;60,30;;;;;1039,250;67,79;68,63;73,93
1039,300;66,07;62,97;60,30;;;;;1039,300;67,79;68,62;73,93
1039,350;66,07;62,96;60,30;;;;;1039,350;67,79;68,63;73,94
1039,400;66,07;62,96;60,30;;;;;1039,400;67,78;68,63;73,93
1039,450;66,07;62,96;60,30;;;;;1039,450;67,79;68,62;73,93
1039,500;66,07;62,96;60,30;;;;;1039,500;67,78;68,63;73,93
1039,550;66,07;62,96;60,30;;;;;1039,550;67,78;68,63;73,94
1039,600;66,07;62,96;60,30;;;;;1039,600;67,78;68,62;73,94
1039,650;66,07;62,96;60,30;;;;;1039,650;67,78;68,63;73,94
1039,700;66,07;62,96;60,30;;;;;1039,700;67,78;68,63;73,94
1039,750;66,07;62,96;60,30;;;;;1039,750;67,78;68,62;73,94
1039,800;66,07;62,96;60,30;;;;;1039,800;67,78;68,62;73,94
1039,850;66,07;62,96;60,29;;;;;1039,850;67,78;68,62;73,94
1039,900;66,07;62,96;60,29;;;;;1039,900;67,78;68,62;73,94
1039,950;66,07;62,95;60,29;;;;;1039,950;67,78;68,62;73,94
1040,000;66,07;62,96;60,30;;;;;1040,000;67,78;68,62;73,94
1040,050;66,07;62,96;60,29;;;;;1040,050;67,78;68,62;73,94
1040,100;66,07;62,96;60,30;;;;;1040,100;67,78;68,62;73,94
1040,150;66,07;62,95;60,29;;;;;1040,150;67,78;68,62;73,94
1040,200;66,07;62,95;60,29;;;;;1040,200;67,78;68,62;73,94
1040,250;66,07;62,96;60,29;;;;;1040,250;67,77;68,62;73,94
1040,300;66,07;62,96;60,29;;;;;1040,300;67,77;68,62;73,94
1040,350;66,07;62,96;60,29;;;;;1040,350;67,77;68,62;73,94
1040,400;66,07;62,95;60,29;;;;;1040,400;67,77;68,61;73,94
1040,450;66,06;62,96;60,29;;;;;1040,450;67,77;68,61;73,94
1040,500;66,07;62,95;60,29;;;;;1040,500;67,77;68,61;73,94
1040,550;66,06;62,95;60,28;;;;;1040,550;67,78;68,61;73,94
1040,600;66,07;62,96;60,29;;;;;1040,600;67,77;68,61;73,94
1040,650;66,07;62,95;60,29;;;;;1040,650;67,77;68,61;73,94
1040,700;66,07;62,95;60,29;;;;;1040,700;67,77;68,61;73,94
1040,750;66,06;62,95;60,29;;;;;1040,750;67,77;68,61;73,94
1040,800;66,06;62,96;60,29;;;;;1040,800;67,77;68,61;73,94
1040,850;66,06;62,95;60,29;;;;;1040,850;67,77;68,61;73,94
1040,900;66,06;62,96;60,28;;;;;1040,900;67,77;68,61;73,94
1040,950;66,07;62,96;60,29;;;;;1040,950;67,77;68,61;73,94
1041,000;66,06;62,95;60,29;;;;;1041,000;67,77;68,61;73,94
1041,050;66,06;62,95;60,29;;;;;1041,050;67,77;68,61;73,94
1041,100;66,06;62,95;60,29;;;;;1041,100;67,77;68,61;73,95
1041,150;66,06;62,96;60,28;;;;;1041,150;67,76;68,61;73,94
1041,200;66,06;62,95;60,29;;;;;1041,200;67,76;68,61;73,94
1041,250;66,06;62,96;60,29;;;;;1041,250;67,76;68,61;73,94
1041,300;66,06;62,96;60,29;;;;;1041,300;67,76;68,61;73,94
1041,350;66,06;62,96;60,28;;;;;1041,350;67,76;68,61;73,94
1041,400;66,06;62,96;60,28;;;;;1041,400;67,76;68,61;73,94
1041,450;66,06;62,96;60,28;;;;;1041,450;67,76;68,60;73,94
1041,500;66,06;62,96;60,28;;;;;1041,500;67,76;68,60;73,94
1041,550;66,06;62,96;60,28;;;;;1041,550;67,76;68,60;73,95
1041,600;66,06;62,96;60,28;;;;;1041,600;67,76;68,60;73,94
1041,650;66,06;62,96;60,28;;;;;1041,650;67,76;68,60;73,94
1041,700;66,06;62,96;60,28;;;;;1041,700;67,76;68,60;73,94
1041,750;66,06;62,96;60,28;;;;;1041,750;67,76;68,60;73,94
1041,800;66,06;62,96;60,28;;;;;1041,800;67,76;68,60;73,95
1041,850;66,06;62,96;60,28;;;;;1041,850;67,76;68,60;73,95
1041,900;66,06;62,96;60,28;;;;;1041,900;67,76;68,60;73,94
1041,950;66,06;62,96;60,28;;;;;1041,950;67,76;68,60;73,94
1042,000;66,05;62,96;60,28;;;;;1042,000;67,76;68,60;73,95
1042,050;66,05;62,96;60,28;;;;;1042,050;67,76;68,60;73,95
1042,100;66,06;62,96;60,28;;;;;1042,100;67,76;68,60;73,95
1042,150;66,06;62,96;60,28;;;;;1042,150;67,76;68,59;73,95
1042,200;66,06;62,96;60,28;;;;;1042,200;67,75;68,59;73,95
1042,250;66,05;62,96;60,28;;;;;1042,250;67,76;68,59;73,95
1042,300;66,06;62,96;60,28;;;;;1042,300;67,76;68,59;73,95
1042,350;66,06;62,96;60,28;;;;;1042,350;67,75;68,59;73,95
1042,400;66,05;62,96;60,28;;;;;1042,400;67,75;68,59;73,95
1042,450;66,05;62,96;60,27;;;;;1042,450;67,75;68,59;73,94
1042,500;66,05;62,96;60,28;;;;;1042,500;67,75;68,59;73,95
1042,550;66,05;62,96;60,27;;;;;1042,550;67,75;68,59;73,95
1042,600;66,05;62,97;60,28;;;;;1042,600;67,75;68,59;73,95
1042,650;66,05;62,96;60,27;;;;;1042,650;67,75;68,59;73,95
1042,700;66,05;62,96;60,27;;;;;1042,700;67,75;68,59;73,95
1042,750;66,05;62,96;60,27;;;;;1042,750;67,75;68,59;73,94
1042,800;66,05;62,97;60,27;;;;;1042,800;67,75;68,59;73,95
1042,850;66,05;62,97;60,27;;;;;1042,850;67,75;68,59;73,95
1042,900;66,05;62,97;60,27;;;;;1042,900;67,75;68,58;73,95
1042,950;66,05;62,97;60,27;;;;;1042,950;67,74;68,59;73,95
1043,000;66,05;62,97;60,27;;;;;1043,000;67,74;68,58;73,95
1043,050;66,05;62,97;60,27;;;;;1043,050;67,74;68,59;73,95
1043,100;66,05;62,97;60,27;;;;;1043,100;67,74;68,58;73,95
1043,150;66,05;62,97;60,27;;;;;1043,150;67,74;68,58;73,95
1043,200;66,05;62,97;60,27;;;;;1043,200;67,74;68,58;73,95
1043,250;66,05;62,97;60,27;;;;;1043,250;67,74;68,58;73,95
1043,300;66,05;62,97;60,27;;;;;1043,300;67,74;68,58;73,94
1043,350;66,05;62,97;60,27;;;;;1043,350;67,74;68,58;73,95
1043,400;66,05;62,97;60,27;;;;;1043,400;67,74;68,58;73,95
1043,450;66,05;62,97;60,27;;;;;1043,450;67,74;68,58;73,94
1043,500;66,05;62,97;60,27;;;;;1043,500;67,74;68,58;73,94
1043,550;66,05;62,97;60,27;;;;;1043,550;67,74;68,58;73,95
1043,600;66,05;62,97;60,27;;;;;1043,600;67,74;68,58;73,95
1043,650;66,05;62,97;60,27;;;;;1043,650;67,73;68,58;73,95
1043,700;66,05;62,97;60,27;;;;;1043,700;67,74;68,58;73,95
1043,750;66,04;62,97;60,27;;;;;1043,750;67,73;68,57;73,95
1043,800;66,05;62,97;60,26;;;;;1043,800;67,73;68,57;73,94
1043,850;66,05;62,97;60,26;;;;;1043,850;67,73;68,57;73,94
1043,900;66,05;62,97;60,26;;;;;1043,900;67,74;68,57;73,94
1043,950;66,05;62,97;60,27;;;;;1043,950;67,73;68,57;73,94
1044,000;66,04;62,97;60,26;;;;;1044,000;67,73;68,57;73,95
1044,050;66,04;62,98;60,26;;;;;1044,050;67,73;68,57;73,95
1044,100;66,04;62,97;60,26;;;;;1044,100;67,73;68,57;73,94
1044,150;66,04;62,97;60,26;;;;;1044,150;67,73;68,57;73,94
1044,200;66,04;62,97;60,26;;;;;1044,200;67,73;68,57;73,94
1044,250;66,04;62,97;60,26;;;;;1044,250;67,73;68,57;73,94
1044,300;66,04;62,97;60,26;;;;;1044,300;67,73;68,57;73,94
1044,350;66,04;62,97;60,26;;;;;1044,350;67,73;68,57;73,94
1044,400;66,04;62,97;60,26;;;;;1044,400;67,73;68,56;73,95
1044,450;66,04;62,97;60,26;;;;;1044,450;67,72;68,57;73,94
1044,500;66,04;62,97;60,26;;;;;1044,500;67,73;68,57;73,94
1044,550;66,04;62,97;60,26;;;;;1044,550;67,73;68,56;73,94
1044,600;66,04;62,97;60,26;;;;;1044,600;67,73;68,56;73,94
1044,650;66,04;62,97;60,26;;;;;1044,650;67,72;68,56;73,94
1044,700;66,04;62,97;60,26;;;;;1044,700;67,73;68,56;73,94
1044,750;66,04;62,97;60,26;;;;;1044,750;67,72;68,56;73,94
1044,800;66,04;62,97;60,26;;;;;1044,800;67,72;68,56;73,94
1044,850;66,04;62,97;60,26;;;;;1044,850;67,72;68,56;73,94
1044,900;66,04;62,97;60,26;;;;;1044,900;67,72;68,56;73,94
1044,950;66,04;62,97;60,26;;;;;1044,950;67,72;68,56;73,94
1045,000;66,04;62,97;60,26;;;;;1045,000;67,72;68,56;73,94
1045,050;66,04;62,97;60,26;;;;;1045,050;67,72;68,56;73,94
1045,100;66,04;62,97;60,26;;;;;1045,100;67,72;68,56;73,94
1045,150;66,04;62,97;60,26;;;;;1045,150;67,72;68,56;73,94
1045,200;66,04;62,97;60,25;;;;;1045,200;67,72;68,56;73,94
1045,250;66,04;62,97;60,25;;;;;1045,250;67,72;68,56;73,94
1045,300;66,03;62,97;60,25;;;;;1045,300;67,72;68,56;73,94
1045,350;66,04;62,97;60,25;;;;;1045,350;67,72;68,55;73,94
1045,400;66,04;62,97;60,25;;;;;1045,400;67,72;68,56;73,94
1045,450;66,03;62,97;60,25;;;;;1045,450;67,72;68,56;73,94
1045,500;66,03;62,97;60,25;;;;;1045,500;67,71;68,55;73,94
1045,550;66,03;62,97;60,25;;;;;1045,550;67,72;68,55;73,94
1045,600;66,03;62,97;60,25;;;;;1045,600;67,71;68,55;73,94
1045,650;66,03;62,97;60,25;;;;;1045,650;67,72;68,55;73,94
1045,700;66,03;62,97;60,25;;;;;1045,700;67,71;68,55;73,94
1045,750;66,03;62,97;60,25;;;;;1045,750;67,71;68,55;73,93
1045,800;66,03;62,97;60,25;;;;;1045,800;67,72;68,55;73,94
1045,850;66,03;62,97;60,25;;;;;1045,850;67,71;68,55;73,93
1045,900;66,03;62,97;60,25;;;;;1045,900;67,71;68,55;73,94
1045,950;66,03;62,97;60,25;;;;;1045,950;67,71;68,55;73,93
1046,000;66,03;62,97;60,25;;;;;1046,000;67,71;68,54;73,93
1046,050;66,03;62,97;60,24;;;;;1046,050;67,71;68,54;73,93
1046,100;66,03;62,96;60,24;;;;;1046,100;67,71;68,54;73,93
1046,150;66,03;62,96;60,24;;;;;1046,150;67,71;68,54;73,93
1046,200;66,03;62,96;60,24;;;;;1046,200;67,71;68,55;73,93
1046,250;66,03;62,96;60,25;;;;;1046,250;67,71;68,54;73,93
1046,300;66,03;62,97;60,24;;;;;1046,300;67,71;68,54;73,93
1046,350;66,03;62,97;60,24;;;;;1046,350;67,71;68,54;73,93
1046,400;66,03;62,97;60,24;;;;;1046,400;67,71;68,54;73,93
1046,450;66,03;62,96;60,24;;;;;1046,450;67,70;68,54;73,93
1046,500;66,03;62,97;60,24;;;;;1046,500;67,71;68,54;73,93
1046,550;66,03;62,96;60,24;;;;;1046,550;67,70;68,54;73,93
1046,600;66,03;62,96;60,24;;;;;1046,600;67,70;68,54;73,93
1046,650;66,03;62,97;60,24;;;;;1046,650;67,70;68,54;73,93
1046,700;66,03;62,96;60,24;;;;;1046,700;67,70;68,54;73,93
1046,750;66,03;62,96;60,24;;;;;1046,750;67,70;68,54;73,92
1046,800;66,03;62,96;60,23;;;;;1046,800;67,70;68,54;73,92
1046,850;66,03;62,96;60,24;;;;;1046,850;67,70;68,53;73,92
1046,900;66,03;62,96;60,24;;;;;1046,900;67,70;68,54;73,92
1046,950;66,03;62,96;60,24;;;;;1046,950;67,70;68,53;73,92
1047,000;66,03;62,96;60,24;;;;;1047,000;67,70;68,53;73,92
1047,050;66,02;62,96;60,23;;;;;1047,050;67,70;68,53;73,92
1047,100;66,03;62,96;60,23;;;;;1047,100;67,70;68,53;73,92
1047,150;66,03;62,96;60,24;;;;;1047,150;67,70;68,53;73,92
1047,200;66,03;62,96;60,23;;;;;1047,200;67,70;68,53;73,92
1047,250;66,02;62,96;60,23;;;;;1047,250;67,70;68,53;73,92
1047,300;66,02;62,96;60,23;;;;;1047,300;67,70;68,53;73,92
1047,350;66,02;62,96;60,23;;;;;1047,350;67,69;68,53;73,92
1047,400;66,02;62,96;60,23;;;;;1047,400;67,70;68,53;73,92
1047,450;66,02;62,96;60,23;;;;;1047,450;67,70;68,53;73,92
1047,500;66,02;62,96;60,23;;;;;1047,500;67,70;68,53;73,92
1047,550;66,03;62,95;60,23;;;;;1047,550;67,70;68,52;73,91
1047,600;66,02;62,95;60,23;;;;;1047,600;67,69;68,53;73,92
1047,650;66,02;62,95;60,23;;;;;1047,650;67,69;68,53;73,92
1047,700;66,02;62,95;60,23;;;;;1047,700;67,69;68,53;73,91
1047,750;66,02;62,95;60,23;;;;;1047,750;67,69;68,52;73,91
1047,800;66,02;62,95;60,23;;;;;1047,800;67,69;68,52;73,91
1047,850;66,02;62,95;60,23;;;;;1047,850;67,69;68,52;73,91
1047,900;66,02;62,95;60,23;;;;;1047,900;67,69;68,52;73,91
1047,950;66,02;62,95;60,23;;;;;1047,950;67,69;68,52;73,91
1048,000;66,02;62,95;60,23;;;;;1048,000;67,69;68,52;73,91
1048,050;66,02;62,95;60,22;;;;;1048,050;67,69;68,52;73,91
1048,100;66,02;62,95;60,22;;;;;1048,100;67,69;68,52;73,91
1048,150;66,02;62,95;60,23;;;;;1048,150;67,69;68,52;73,90
1048,200;66,02;62,95;60,22;;;;;1048,200;67,69;68,52;73,91
1048,250;66,02;62,95;60,23;;;;;1048,250;67,69;68,52;73,91
1048,300;66,02;62,95;60,22;;;;;1048,300;67,68;68,52;73,90
1048,350;66,02;62,95;60,22;;;;;1048,350;67,68;68,52;73,90
1048,400;66,01;62,95;60,22;;;;;1048,400;67,68;68,51;73,90
1048,450;66,02;62,95;60,22;;;;;1048,450;67,68;68,52;73,90
1048,500;66,02;62,95;60,22;;;;;1048,500;67,68;68,51;73,90
1048,550;66,01;62,95;60,22;;;;;1048,550;67,68;68,52;73,90
1048,600;66,01;62,95;60,22;;;;;1048,600;67,68;68,51;73,90
1048,650;66,01;62,94;60,22;;;;;1048,650;67,68;68,51;73,90
1048,700;66,02;62,94;60,22;;;;;1048,700;67,68;68,51;73,90
1048,750;66,01;62,94;60,22;;;;;1048,750;67,68;68,51;73,90
1048,800;66,02;62,94;60,22;;;;;1048,800;67,68;68,51;73,90
1048,850;66,01;62,95;60,22;;;;;1048,850;67,68;68,51;73,90
1048,900;66,01;62,94;60,22;;;;;1048,900;67,68;68,51;73,89
1048,950;66,01;62,94;60,21;;;;;1048,950;67,68;68,51;73,90
1049,000;66,01;62,94;60,22;;;;;1049,000;67,68;68,51;73,89
1049,050;66,01;62,94;60,21;;;;;1049,050;67,68;68,51;73,89
1049,100;66,01;62,94;60,21;;;;;1049,100;67,68;68,51;73,89
1049,150;66,01;62,94;60,21;;;;;1049,150;67,68;68,51;73,89
1049,200;66,01;62,94;60,21;;;;;1049,200;67,68;68,50;73,89
1049,250;66,01;62,94;60,21;;;;;1049,250;67,67;68,50;73,89
1049,300;66,01;62,94;60,21;;;;;1049,300;67,67;68,50;73,89
1049,350;66,01;62,94;60,21;;;;;1049,350;67,67;68,50;73,89
1049,400;66,01;62,94;60,21;;;;;1049,400;67,67;68,50;73,89
1049,450;66,01;62,94;60,21;;;;;1049,450;67,67;68,50;73,89
1049,500;66,01;62,94;60,21;;;;;1049,500;67,67;68,50;73,88
1049,550;66,01;62,94;60,21;;;;;1049,550;67,67;68,50;73,88
1049,600;66,01;62,94;60,21;;;;;1049,600;67,67;68,50;73,88
1049,650;66,01;62,94;60,21;;;;;1049,650;67,67;68,50;73,88
1049,700;66,01;62,94;60,20;;;;;1049,700;67,67;68,50;73,88
1049,750;66,01;62,94;60,21;;;;;1049,750;67,67;68,50;73,88
1049,800;66,01;62,94;60,21;;;;;1049,800;67,67;68,50;73,88
1049,850;66,01;62,94;60,20;;;;;1049,850;67,67;68,50;73,88
1049,900;66,01;62,93;60,20;;;;;1049,900;67,67;68,50;73,88
1049,950;66,01;62,94;60,20;;;;;1049,950;67,67;68,50;73,88
1050,000;66,01;62,94;60,20;;;;;1050,000;67,66;68,50;73,88
1050,050;66,00;62,94;60,20;;;;;1050,050;67,67;68,50;73,88
1050,100;66,01;62,93;60,20;;;;;1050,100;67,67;68,50;73,87
1050,150;66,00;62,93;60,20;;;;;1050,150;67,66;68,49;73,88
1050,200;66,01;62,94;60,20;;;;;1050,200;67,66;68,49;73,88
1050,250;66,01;62,93;60,20;;;;;1050,250;67,66;68,50;73,88
1050,300;66,00;62,93;60,20;;;;;1050,300;67,66;68,49;73,87
1050,350;66,00;62,93;60,20;;;;;1050,350;67,66;68,49;73,87
1050,400;66,00;62,93;60,20;;;;;1050,400;67,66;68,49;73,87
