"Time (s) Run #1";"Temperature 1 (°C) Run #1";"Temperature 2 (°C) Run #1";"Temperature 3 (°C) Run #1"
1150,000;59,88;61,23;68,28
1150,050;59,88;61,22;68,28
1150,100;59,87;61,22;68,28
1150,150;59,88;61,22;68,28
1150,200;59,87;61,22;68,28
1150,250;59,87;61,22;68,28
1150,300;59,88;61,22;68,28
1150,350;59,87;61,22;68,28
1150,400;59,87;61,22;68,28
1150,450;59,87;61,22;68,28
1150,500;59,87;61,22;68,28
1150,550;59,87;61,22;68,28
1150,600;59,87;61,21;68,28
1150,650;59,87;61,22;68,28
1150,700;59,87;61,22;68,28
1150,750;59,87;61,21;68,28
1150,800;59,87;61,22;68,28
1150,850;59,87;61,21;68,28
1150,900;59,87;61,21;68,27
1150,950;59,87;61,21;68,28
1151,000;59,87;61,21;68,28
1151,050;59,87;61,21;68,28
1151,100;59,87;61,21;68,27
1151,150;59,87;61,21;68,28
1151,200;59,86;61,21;68,27
1151,250;59,87;61,21;68,27
1151,300;59,87;61,21;68,27
1151,350;59,86;61,21;68,27
1151,400;59,87;61,21;68,27
1151,450;59,86;61,21;68,28
1151,500;59,87;61,21;68,27
1151,550;59,86;61,21;68,28
1151,600;59,87;61,21;68,27
1151,650;59,86;61,21;68,27
1151,700;59,86;61,21;68,27
1151,750;59,86;61,21;68,27
1151,800;59,86;61,21;68,27
1151,850;59,86;61,21;68,27
1151,900;59,86;61,21;68,27
1151,950;59,86;61,21;68,27
1152,000;59,86;61,20;68,27
1152,050;59,86;61,20;68,26
1152,100;59,86;61,20;68,27
1152,150;59,86;61,20;68,27
1152,200;59,86;61,20;68,27
1152,250;59,86;61,20;68,27
1152,300;59,86;61,20;68,27
1152,350;59,86;61,20;68,27
1152,400;59,85;61,20;68,27
1152,450;59,85;61,20;68,27
1152,500;59,86;61,20;68,27
1152,550;59,86;61,20;68,27
1152,600;59,86;61,20;68,27
1152,650;59,85;61,20;68,26
1152,700;59,85;61,20;68,27
1152,750;59,85;61,20;68,27
1152,800;59,86;61,20;68,27
1152,850;59,85;61,20;68,26
1152,900;59,85;61,20;68,27
1152,950;59,85;61,20;68,27
1153,000;59,85;61,20;68,26
1153,050;59,85;61,20;68,26
1153,100;59,85;61,20;68,27
1153,150;59,85;61,20;68,26
1153,200;59,85;61,20;68,26
1153,250;59,85;61,20;68,26
1153,300;59,85;61,19;68,26
1153,350;59,85;61,19;68,26
1153,400;59,85;61,19;68,26
1153,450;59,84;61,19;68,26
1153,500;59,85;61,19;68,26
1153,550;59,84;61,19;68,26
1153,600;59,84;61,19;68,26
1153,650;59,84;61,19;68,26
1153,700;59,84;61,19;68,26
1153,750;59,84;61,19;68,26
1153,800;59,84;61,19;68,26
1153,850;59,84;61,19;68,26
1153,900;59,84;61,19;68,26
1153,950;59,84;61,19;68,26
1154,000;59,84;61,19;68,26
1154,050;59,84;61,19;68,26
1154,100;59,84;61,19;68,26
1154,150;59,84;61,19;68,26
1154,200;59,84;61,19;68,26
1154,250;59,84;61,19;68,26
1154,300;59,84;61,19;68,25
1154,350;59,84;61,19;68,26
1154,400;59,84;61,18;68,26
1154,450;59,84;61,18;68,26
1154,500;59,83;61,18;68,26
1154,550;59,84;61,18;68,26
1154,600;59,84;61,18;68,25
1154,650;59,84;61,19;68,25
1154,700;59,83;61,18;68,25
1154,750;59,84;61,18;68,26
1154,800;59,84;61,18;68,25
1154,850;59,83;61,18;68,25
1154,900;59,83;61,18;68,25
1154,950;59,83;61,18;68,25
1155,000;59,83;61,18;68,25
1155,050;59,83;61,18;68,25
1155,100;59,83;61,18;68,25
1155,150;59,83;61,18;68,25
1155,200;59,83;61,18;68,25
1155,250;59,83;61,18;68,25
1155,300;59,83;61,18;68,25
1155,350;59,83;61,18;68,25
1155,400;59,83;61,17;68,25
1155,450;59,83;61,17;68,25
1155,500;59,83;61,18;68,25
1155,550;59,83;61,17;68,25
1155,600;59,83;61,18;68,25
1155,650;59,83;61,17;68,25
1155,700;59,83;61,17;68,25
1155,750;59,82;61,17;68,25
1155,800;59,82;61,18;68,25
1155,850;59,82;61,17;68,25
1155,900;59,82;61,17;68,25
1155,950;59,82;61,17;68,25
1156,000;59,82;61,17;68,25
1156,050;59,82;61,17;68,25
1156,100;59,82;61,17;68,25
1156,150;59,82;61,17;68,25
1156,200;59,82;61,17;68,25
1156,250;59,82;61,17;68,25
1156,300;59,82;61,17;68,25
1156,350;59,82;61,17;68,24
1156,400;59,82;61,17;68,24
1156,450;59,82;61,17;68,24
1156,500;59,82;61,17;68,24
1156,550;59,82;61,17;68,25
1156,600;59,82;61,16;68,24
1156,650;59,82;61,16;68,24
1156,700;59,82;61,17;68,24
1156,750;59,81;61,16;68,24
1156,800;59,81;61,16;68,24
1156,850;59,81;61,16;68,24
1156,900;59,81;61,16;68,24
1156,950;59,81;61,16;68,24
1157,000;59,81;61,16;68,24
1157,050;59,81;61,16;68,24
1157,100;59,81;61,16;68,24
1157,150;59,81;61,16;68,24
1157,200;59,81;61,16;68,24
1157,250;59,81;61,16;68,24
1157,300;59,81;61,16;68,24
1157,350;59,81;61,16;68,24
1157,400;59,81;61,16;68,24
1157,450;59,81;61,16;68,24
1157,500;59,81;61,15;68,24
1157,550;59,81;61,16;68,23
1157,600;59,81;61,16;68,24
1157,650;59,81;61,15;68,23
1157,700;59,80;61,16;68,23
1157,750;59,80;61,16;68,23
1157,800;59,81;61,16;68,23
1157,850;59,80;61,15;68,23
1157,900;59,80;61,15;68,23
1157,950;59,80;61,15;68,23
1158,000;59,80;61,15;68,24
1158,050;59,80;61,15;68,23
1158,100;59,80;61,15;68,24
1158,150;59,80;61,15;68,23
1158,200;59,80;61,15;68,23
1158,250;59,80;61,15;68,23
1158,300;59,80;61,15;68,23
1158,350;59,80;61,15;68,23
1158,400;59,80;61,15;68,23
1158,450;59,80;61,15;68,23
1158,500;59,80;61,15;68,23
1158,550;59,80;61,15;68,23
1158,600;59,80;61,15;68,23
1158,650;59,80;61,15;68,23
1158,700;59,79;61,15;68,23
1158,750;59,80;61,14;68,23
1158,800;59,80;61,15;68,23
1158,850;59,79;61,14;68,23
1158,900;59,79;61,14;68,23
1158,950;59,80;61,14;68,23
1159,000;59,79;61,14;68,23
1159,050;59,79;61,14;68,23
1159,100;59,79;61,14;68,22
1159,150;59,79;61,14;68,22
1159,200;59,79;61,14;68,22
1159,250;59,79;61,14;68,22
1159,300;59,79;61,14;68,23
1159,350;59,79;61,14;68,23
1159,400;59,79;61,14;68,22
1159,450;59,79;61,14;68,22
1159,500;59,79;61,14;68,22
1159,550;59,79;61,14;68,22
1159,600;59,79;61,14;68,22
1159,650;59,79;61,14;68,22
1159,700;59,79;61,14;68,22
1159,750;59,78;61,14;68,22
1159,800;59,79;61,14;68,22
1159,850;59,79;61,14;68,22
1159,900;59,78;61,14;68,22
1159,950;59,78;61,14;68,22
1160,000;59,78;61,13;68,22
1160,050;59,79;61,14;68,22
1160,100;59,79;61,14;68,22
1160,150;59,78;61,13;68,22
1160,200;59,78;61,13;68,22
1160,250;59,78;61,13;68,21
1160,300;59,78;61,13;68,22
1160,350;59,78;61,14;68,22
1160,400;59,78;61,13;68,22
1160,450;59,78;61,13;68,22
1160,500;59,78;61,13;68,22
1160,550;59,78;61,13;68,21
1160,600;59,78;61,13;68,21
1160,650;59,78;61,13;68,21
1160,700;59,78;61,13;68,21
1160,750;59,78;61,13;68,21
1160,800;59,78;61,13;68,21
1160,850;59,77;61,13;68,21
1160,900;59,78;61,13;68,21
1160,950;59,78;61,13;68,21
1161,000;59,77;61,12;68,21
1161,050;59,78;61,13;68,21
1161,100;59,78;61,13;68,21
1161,150;59,77;61,12;68,21
1161,200;59,78;61,12;68,21
1161,250;59,77;61,12;68,21
1161,300;59,77;61,13;68,21
1161,350;59,77;61,12;68,21
1161,400;59,77;61,12;68,21
1161,450;59,77;61,12;68,21
1161,500;59,77;61,12;68,21
1161,550;59,77;61,12;68,21
1161,600;59,77;61,12;68,21
1161,650;59,77;61,12;68,21
1161,700;59,77;61,12;68,21
1161,750;59,77;61,12;68,21
1161,800;59,77;61,12;68,21
1161,850;59,77;61,12;68,21
1161,900;59,77;61,12;68,21
1161,950;59,77;61,12;68,21
1162,000;59,77;61,11;68,21
1162,050;59,77;61,11;68,21
1162,100;59,77;61,12;68,21
1162,150;59,76;61,12;68,21
1162,200;59,77;61,12;68,21
1162,250;59,76;61,12;68,20
1162,300;59,76;61,11;68,20
1162,350;59,76;61,11;68,21
1162,400;59,77;61,11;68,20
1162,450;59,76;61,11;68,20
1162,500;59,76;61,12;68,20
1162,550;59,76;61,11;68,20
1162,600;59,76;61,11;68,20
1162,650;59,76;61,11;68,20
1162,700;59,76;61,11;68,20
1162,750;59,76;61,11;68,20
1162,800;59,76;61,11;68,20
1162,850;59,77;61,11;68,20
1162,900;59,76;61,11;68,20
1162,950;59,76;61,11;68,20
1163,000;59,76;61,11;68,20
1163,050;59,76;61,10;68,20
1163,100;59,76;61,11;68,20
1163,150;59,76;61,11;68,20
1163,200;59,76;61,11;68,20
1163,250;59,76;61,11;68,20
1163,300;59,75;61,10;68,20
1163,350;59,75;61,11;68,20
1163,400;59,76;61,10;68,20
1163,450;59,75;61,11;68,20
1163,500;59,75;61,10;68,20
1163,550;59,76;61,10;68,20
1163,600;59,75;61,10;68,20
1163,650;59,75;61,10;68,20
1163,700;59,75;61,10;68,20
1163,750;59,75;61,10;68,19
1163,800;59,75;61,10;68,20
1163,850;59,75;61,10;68,20
1163,900;59,75;61,10;68,20
1163,950;59,75;61,10;68,19
1164,000;59,75;61,10;68,20
1164,050;59,75;61,10;68,19
1164,100;59,75;61,10;68,19
1164,150;59,75;61,10;68,20
1164,200;59,75;61,10;68,19
1164,250;59,75;61,09;68,19
1164,300;59,75;61,10;68,19
1164,350;59,75;61,09;68,19
1164,400;59,75;61,10;68,19
1164,450;59,75;61,09;68,19
1164,500;59,74;61,10;68,19
1164,550;59,74;61,09;68,19
1164,600;59,74;61,10;68,19
1164,650;59,74;61,09;68,19
1164,700;59,75;61,09;68,19
1164,750;59,75;61,09;68,19
1164,800;59,74;61,09;68,19
1164,850;59,74;61,09;68,19
1164,900;59,75;61,09;68,19
1164,950;59,74;61,09;68,19
1165,000;59,74;61,09;68,19
1165,050;59,74;61,09;68,19
1165,100;59,74;61,09;68,19
1165,150;59,74;61,09;68,19
1165,200;59,74;61,09;68,19
1165,250;59,74;61,09;68,19
1165,300;59,74;61,09;68,19
1165,350;59,74;61,09;68,19
1165,400;59,74;61,09;68,19
1165,450;59,74;61,09;68,19
1165,500;59,74;61,09;68,19
1165,550;59,74;61,08;68,19
1165,600;59,73;61,08;68,19
1165,650;59,74;61,09;68,18
1165,700;59,74;61,08;68,19
1165,750;59,74;61,08;68,19
1165,800;59,74;61,08;68,19
1165,850;59,74;61,08;68,18
1165,900;59,74;61,08;68,19
1165,950;59,74;61,08;68,19
1166,000;59,74;61,08;68,19
1166,050;59,74;61,08;68,18
1166,100;59,74;61,08;68,18
1166,150;59,73;61,08;68,19
1166,200;59,73;61,08;68,18
1166,250;59,73;61,08;68,18
1166,300;59,73;61,08;68,18
1166,350;59,74;61,08;68,18
1166,400;59,73;61,07;68,18
1166,450;59,73;61,07;68,18
1166,500;59,73;61,08;68,18
1166,550;59,73;61,08;68,18
1166,600;59,73;61,08;68,18
1166,650;59,73;61,07;68,18
1166,700;59,73;61,07;68,18
1166,750;59,73;61,08;68,18
1166,800;59,73;61,07;68,18
1166,850;59,73;61,07;68,18
1166,900;59,73;61,07;68,18
1166,950;59,73;61,07;68,18
1167,000;59,73;61,07;68,18
1167,050;59,73;61,07;68,18
1167,100;59,73;61,07;68,18
1167,150;59,73;61,07;68,18
1167,200;59,72;61,07;68,18
1167,250;59,73;61,07;68,17
1167,300;59,73;61,07;68,17
1167,350;59,73;61,06;68,18
1167,400;59,73;61,06;68,18
1167,450;59,73;61,07;68,17
1167,500;59,73;61,07;68,18
1167,550;59,73;61,06;68,17
1167,600;59,72;61,06;68,17
1167,650;59,72;61,07;68,17
1167,700;59,73;61,06;68,18
1167,750;59,72;61,06;68,17
1167,800;59,72;61,06;68,17
1167,850;59,72;61,06;68,17
1167,900;59,72;61,06;68,17
1167,950;59,72;61,06;68,17
1168,000;59,72;61,06;68,17
1168,050;59,72;61,06;68,17
1168,100;59,72;61,06;68,17
1168,150;59,72;61,06;68,17
1168,200;59,72;61,06;68,17
1168,250;59,72;61,06;68,17
1168,300;59,72;61,06;68,17
1168,350;59,72;61,06;68,17
1168,400;59,72;61,05;68,17
1168,450;59,72;61,05;68,17
1168,500;59,72;61,05;68,17
1168,550;59,72;61,06;68,17
1168,600;59,72;61,05;68,17
1168,650;59,72;61,05;68,16
1168,700;59,72;61,05;68,17
1168,750;59,72;61,05;68,17
1168,800;59,72;61,05;68,17
1168,850;59,71;61,05;68,17
1168,900;59,71;61,05;68,17
1168,950;59,72;61,05;68,16
1169,000;59,72;61,05;68,17
1169,050;59,72;61,05;68,16
1169,100;59,71;61,05;68,16
1169,150;59,71;61,05;68,16
1169,200;59,71;61,05;68,17
1169,250;59,71;61,05;68,16
1169,300;59,71;61,05;68,17
1169,350;59,71;61,05;68,16
1169,400;59,72;61,05;68,16
1169,450;59,71;61,05;68,16
1169,500;59,71;61,04;68,16
1169,550;59,71;61,04;68,16
1169,600;59,71;61,04;68,16
1169,650;59,71;61,04;68,16
1169,700;59,71;61,04;68,16
1169,750;59,71;61,04;68,16
1169,800;59,71;61,04;68,16
1169,850;59,71;61,04;68,16
1169,900;59,71;61,04;68,16
1169,950;59,71;61,04;68,16
1170,000;59,71;61,04;68,16
1170,050;59,71;61,04;68,16
1170,100;59,71;61,04;68,16
1170,150;59,71;61,04;68,16
1170,200;59,71;61,04;68,16
1170,250;59,70;61,04;68,16
1170,300;59,71;61,04;68,15
1170,350;59,71;61,04;68,16
1170,400;59,71;61,04;68,16
1170,450;59,70;61,03;68,16
1170,500;59,71;61,04;68,15
1170,550;59,70;61,04;68,15
1170,600;59,70;61,03;68,16
1170,650;59,70;61,03;68,15
1170,700;59,70;61,03;68,15
1170,750;59,70;61,03;68,15
1170,800;59,70;61,03;68,15
1170,850;59,70;61,03;68,15
1170,900;59,70;61,03;68,15
1170,950;59,70;61,03;68,15
1171,000;59,70;61,03;68,15
1171,050;59,70;61,03;68,15
1171,100;59,70;61,03;68,15
1171,150;59,70;61,03;68,15
1171,200;59,70;61,03;68,15
1171,250;59,70;61,03;68,15
1171,300;59,70;61,03;68,15
1171,350;59,70;61,03;68,15
1171,400;59,70;61,03;68,15
1171,450;59,69;61,03;68,15
1171,500;59,69;61,03;68,15
1171,550;59,70;61,03;68,15
1171,600;59,70;61,02;68,15
1171,650;59,70;61,02;68,15
1171,700;59,69;61,02;68,15
1171,750;59,69;61,02;68,14
1171,800;59,69;61,02;68,14
1171,850;59,69;61,02;68,14
1171,900;59,69;61,02;68,15
1171,950;59,69;61,02;68,14
1172,000;59,69;61,02;68,14
1172,050;59,69;61,02;68,15
1172,100;59,69;61,02;68,14
1172,150;59,69;61,02;68,14
1172,200;59,69;61,02;68,14
1172,250;59,69;61,01;68,15
1172,300;59,69;61,02;68,14
1172,350;59,69;61,02;68,14
1172,400;59,69;61,02;68,14
1172,450;59,69;61,02;68,14
1172,500;59,68;61,01;68,14
1172,550;59,69;61,01;68,14
1172,600;59,69;61,01;68,14
1172,650;59,69;61,01;68,14
1172,700;59,68;61,01;68,14
1172,750;59,68;61,01;68,14
1172,800;59,69;61,01;68,14
1172,850;59,68;61,01;68,14
1172,900;59,68;61,01;68,14
1172,950;59,68;61,01;68,14
1173,000;59,68;61,01;68,13
1173,050;59,68;61,01;68,14
1173,100;59,68;61,01;68,14
1173,150;59,68;61,01;68,14
1173,200;59,68;61,01;68,14
1173,250;59,68;61,01;68,14
1173,300;59,68;61,01;68,14
1173,350;59,68;61,00;68,13
1173,400;59,68;61,00;68,14
1173,450;59,68;61,01;68,14
1173,500;59,68;61,00;68,13
1173,550;59,68;61,00;68,14
1173,600;59,68;61,00;68,13
1173,650;59,67;61,00;68,13
1173,700;59,68;61,00;68,13
1173,750;59,67;61,00;68,13
1173,800;59,67;61,00;68,13
1173,850;59,67;61,00;68,13
1173,900;59,67;61,00;68,13
1173,950;59,67;61,00;68,13
1174,000;59,67;61,00;68,13
1174,050;59,67;61,00;68,13
1174,100;59,67;61,00;68,13
1174,150;59,67;61,00;68,13
1174,200;59,67;61,00;68,13
1174,250;59,67;61,00;68,13
1174,300;59,67;60,99;68,13
1174,350;59,67;60,99;68,13
1174,400;59,67;60,99;68,13
1174,450;59,67;60,99;68,13
1174,500;59,67;60,99;68,12
1174,550;59,67;60,99;68,13
1174,600;59,67;61,00;68,13
1174,650;59,67;60,99;68,12
1174,700;59,66;60,99;68,12
1174,750;59,66;60,99;68,13
1174,800;59,66;60,99;68,13
1174,850;59,66;60,99;68,13
1174,900;59,66;60,99;68,13
1174,950;59,66;60,99;68,12
1175,000;59,66;60,99;68,12
1175,050;59,66;60,99;68,12
1175,100;59,66;60,99;68,12
1175,150;59,66;60,99;68,12
1175,200;59,66;60,99;68,12
1175,250;59,66;60,99;68,12
1175,300;59,66;60,99;68,12
1175,350;59,66;60,98;68,12
1175,400;59,66;60,98;68,12
1175,450;59,66;60,99;68,12
1175,500;59,66;60,98;68,12
1175,550;59,66;60,98;68,12
1175,600;59,66;60,98;68,12
1175,650;59,66;60,98;68,12
1175,700;59,65;60,98;68,12
1175,750;59,66;60,98;68,12
1175,800;59,66;60,98;68,12
1175,850;59,65;60,99;68,12
1175,900;59,65;60,98;68,12
1175,950;59,65;60,98;68,11
1176,000;59,65;60,98;68,11
1176,050;59,65;60,98;68,12
1176,100;59,65;60,98;68,12
1176,150;59,65;60,98;68,11
1176,200;59,65;60,98;68,11
1176,250;59,65;60,98;68,11
1176,300;59,65;60,98;68,12
1176,350;59,65;60,98;68,11
1176,400;59,65;60,98;68,11
1176,450;59,65;60,97;68,11
1176,500;59,65;60,98;68,12
1176,550;59,65;60,98;68,11
1176,600;59,64;60,97;68,11
1176,650;59,64;60,97;68,11
1176,700;59,64;60,97;68,11
1176,750;59,64;60,97;68,11
1176,800;59,64;60,97;68,11
1176,850;59,64;60,97;68,11
1176,900;59,64;60,97;68,11
1176,950;59,64;60,97;68,11
1177,000;59,64;60,97;68,11
1177,050;59,64;60,97;68,11
1177,100;59,64;60,97;68,11
1177,150;59,64;60,97;68,10
1177,200;59,64;60,97;68,11
1177,250;59,64;60,97;68,10
1177,300;59,64;60,97;68,11
1177,350;59,64;60,97;68,10
1177,400;59,63;60,97;68,10
1177,450;59,64;60,96;68,10
1177,500;59,63;60,97;68,10
1177,550;59,64;60,97;68,10
1177,600;59,63;60,97;68,11
1177,650;59,63;60,96;68,10
1177,700;59,63;60,97;68,10
1177,750;59,63;60,97;68,10
1177,800;59,63;60,96;68,10
1177,850;59,63;60,96;68,10
1177,900;59,63;60,96;68,10
1177,950;59,63;60,96;68,10
1178,000;59,63;60,96;68,10
1178,050;59,63;60,96;68,10
1178,100;59,63;60,96;68,10
1178,150;59,63;60,96;68,10
1178,200;59,63;60,96;68,10
1178,250;59,63;60,96;68,10
1178,300;59,63;60,96;68,10
1178,350;59,63;60,96;68,09
1178,400;59,62;60,96;68,10
1178,450;59,62;60,96;68,10
1178,500;59,62;60,95;68,10
1178,550;59,63;60,96;68,10
1178,600;59,63;60,95;68,10
1178,650;59,63;60,95;68,09
1178,700;59,62;60,95;68,10
1178,750;59,62;60,95;68,09
1178,800;59,62;60,95;68,10
1178,850;59,62;60,95;68,09
1178,900;59,62;60,95;68,09
1178,950;59,62;60,95;68,09
1179,000;59,62;60,96;68,09
1179,050;59,62;60,95;68,09
1179,100;59,62;60,95;68,09
1179,150;59,62;60,95;68,09
1179,200;59,62;60,95;68,09
1179,250;59,62;60,95;68,09
1179,300;59,62;60,95;68,09
1179,350;59,62;60,95;68,09
1179,400;59,62;60,94;68,09
1179,450;59,62;60,95;68,09
1179,500;59,61;60,95;68,09
1179,550;59,62;60,94;68,09
1179,600;59,61;60,95;68,09
1179,650;59,61;60,94;68,09
1179,700;59,61;60,94;68,09
1179,750;59,62;60,94;68,08
1179,800;59,62;60,94;68,08
1179,850;59,61;60,94;68,08
1179,900;59,61;60,94;68,08
1179,950;59,61;60,94;68,09
1180,000;59,61;60,94;68,08
1180,050;59,61;60,94;68,08
1180,100;59,61;60,94;68,08
1180,150;59,61;60,94;68,08
1180,200;59,61;60,94;68,08
1180,250;59,61;60,94;68,08
1180,300;59,61;60,94;68,08
1180,350;59,61;60,94;68,08
1180,400;59,61;60,94;68,08
1180,450;59,61;60,94;68,08
1180,500;59,61;60,94;68,08
1180,550;59,61;60,94;68,08
1180,600;59,61;60,94;68,08
1180,650;59,60;60,93;68,08
1180,700;59,60;60,94;68,08
1180,750;59,60;60,94;68,07
1180,800;59,60;60,93;68,08
1180,850;59,60;60,93;68,07
1180,900;59,60;60,93;68,08
1180,950;59,61;60,93;68,07
1181,000;59,60;60,93;68,08
1181,050;59,60;60,93;68,07
1181,100;59,60;60,93;68,07
1181,150;59,60;60,93;68,07
1181,200;59,60;60,93;68,07
1181,250;59,60;60,93;68,07
1181,300;59,60;60,93;68,07
1181,350;59,60;60,93;68,07
1181,400;59,60;60,93;68,07
1181,450;59,60;60,93;68,07
1181,500;59,60;60,92;68,07
1181,550;59,60;60,93;68,07
1181,600;59,60;60,93;68,07
1181,650;59,60;60,93;68,07
1181,700;59,59;60,92;68,07
1181,750;59,60;60,92;68,07
1181,800;59,60;60,92;68,07
1181,850;59,59;60,92;68,07
1181,900;59,59;60,92;68,07
1181,950;59,59;60,93;68,07
1182,000;59,59;60,92;68,06
1182,050;59,59;60,92;68,07
1182,100;59,59;60,92;68,06
1182,150;59,59;60,92;68,06
1182,200;59,59;60,92;68,06
1182,250;59,59;60,92;68,06
1182,300;59,59;60,92;68,06
1182,350;59,59;60,92;68,06
1182,400;59,59;60,92;68,06
1182,450;59,59;60,92;68,06
1182,500;59,59;60,92;68,06
1182,550;59,59;60,92;68,06
1182,600;59,59;60,92;68,06
1182,650;59,59;60,92;68,06
1182,700;59,59;60,92;68,06
1182,750;59,59;60,92;68,06
1182,800;59,58;60,92;68,06
1182,850;59,59;60,91;68,06
1182,900;59,59;60,91;68,06
1182,950;59,59;60,91;68,06
1183,000;59,59;60,92;68,06
1183,050;59,58;60,91;68,06
1183,100;59,59;60,91;68,06
1183,150;59,59;60,91;68,05
1183,200;59,59;60,91;68,06
1183,250;59,58;60,91;68,06
1183,300;59,58;60,91;68,05
1183,350;59,58;60,91;68,05
1183,400;59,58;60,91;68,05
1183,450;59,58;60,91;68,05
1183,500;59,58;60,91;68,05
1183,550;59,58;60,91;68,05
1183,600;59,58;60,91;68,05
1183,650;59,58;60,91;68,05
1183,700;59,58;60,91;68,05
1183,750;59,58;60,91;68,05
1183,800;59,58;60,91;68,05
1183,850;59,58;60,90;68,05
1183,900;59,58;60,90;68,05
1183,950;59,58;60,90;68,04
1184,000;59,58;60,90;68,05
1184,050;59,58;60,90;68,05
1184,100;59,58;60,90;68,05
1184,150;59,58;60,90;68,05
1184,200;59,58;60,90;68,05
1184,250;59,57;60,90;68,05
1184,300;59,58;60,90;68,05
1184,350;59,58;60,90;68,05
1184,400;59,57;60,90;68,05
1184,450;59,57;60,90;68,05
1184,500;59,57;60,90;68,05
1184,550;59,58;60,90;68,04
1184,600;59,57;60,90;68,04
1184,650;59,57;60,89;68,04
1184,700;59,58;60,90;68,05
1184,750;59,57;60,90;68,05
1184,800;59,57;60,89;68,04
1184,850;59,57;60,89;68,04
1184,900;59,57;60,89;68,04
1184,950;59,57;60,89;68,04
1185,000;59,57;60,89;68,04
1185,050;59,57;60,89;68,04
1185,100;59,57;60,89;68,04
1185,150;59,57;60,89;68,04
1185,200;59,57;60,89;68,04
1185,250;59,57;60,89;68,04
1185,300;59,57;60,89;68,04
1185,350;59,57;60,89;68,04
1185,400;59,56;60,89;68,04
1185,450;59,57;60,89;68,04
1185,500;59,57;60,89;68,04
1185,550;59,56;60,88;68,04
1185,600;59,57;60,89;68,04
1185,650;59,56;60,89;68,04
1185,700;59,56;60,88;68,04
1185,750;59,56;60,89;68,04
1185,800;59,56;60,88;68,04
1185,850;59,56;60,88;68,04
1185,900;59,56;60,88;68,04
1185,950;59,56;60,89;68,04
1186,000;59,57;60,88;68,04
1186,050;59,56;60,88;68,04
1186,100;59,56;60,88;68,04
1186,150;59,56;60,88;68,04
1186,200;59,56;60,88;68,04
1186,250;59,56;60,88;68,04
1186,300;59,56;60,88;68,04
1186,350;59,56;60,87;68,04
1186,400;59,56;60,88;68,04
1186,450;59,56;60,88;68,04
1186,500;59,56;60,88;68,04
1186,550;59,56;60,88;68,04
1186,600;59,56;60,87;68,04
1186,650;59,56;60,87;68,04
1186,700;59,56;60,87;68,04
1186,750;59,56;60,88;68,04
1186,800;59,56;60,88;68,04
1186,850;59,55;60,87;68,04
1186,900;59,56;60,87;68,04
1186,950;59,56;60,87;68,04
1187,000;59,56;60,87;68,04
1187,050;59,55;60,87;68,03
1187,100;59,55;60,87;68,04
1187,150;59,55;60,87;68,04
1187,200;59,55;60,87;68,03
1187,250;59,55;60,87;68,04
1187,300;59,55;60,87;68,04
1187,350;59,55;60,87;68,04
1187,400;59,55;60,87;68,03
1187,450;59,55;60,87;68,03
1187,500;59,55;60,87;68,03
1187,550;59,55;60,87;68,03
1187,600;59,55;60,86;68,03
1187,650;59,55;60,87;68,04
1187,700;59,55;60,86;68,04
1187,750;59,55;60,87;68,03
1187,800;59,55;60,87;68,03
1187,850;59,55;60,86;68,03
1187,900;59,55;60,87;68,04
1187,950;59,55;60,86;68,03
1188,000;59,54;60,86;68,04
1188,050;59,55;60,86;68,04
1188,100;59,55;60,86;68,03
1188,150;59,54;60,86;68,03
1188,200;59,54;60,86;68,03
1188,250;59,55;60,86;68,03
1188,300;59,55;60,86;68,03
1188,350;59,54;60,86;68,03
1188,400;59,54;60,86;68,03
1188,450;59,54;60,86;68,03
1188,500;59,54;60,86;68,03
1188,550;59,54;60,85;68,04
1188,600;59,54;60,86;68,03
1188,650;59,54;60,86;68,03
1188,700;59,54;60,86;68,03
1188,750;59,54;60,86;68,03
1188,800;59,54;60,85;68,03
1188,850;59,54;60,85;68,04
1188,900;59,54;60,85;68,03
1188,950;59,54;60,85;68,03
1189,000;59,54;60,85;68,03
1189,050;59,54;60,85;68,03
1189,100;59,54;60,85;68,03
1189,150;59,54;60,85;68,03
1189,200;59,53;60,85;68,03
1189,250;59,54;60,85;68,03
1189,300;59,54;60,85;68,03
1189,350;59,53;60,85;68,03
1189,400;59,53;60,85;68,03
1189,450;59,54;60,85;68,03
1189,500;59,53;60,85;68,03
1189,550;59,53;60,85;68,03
1189,600;59,53;60,85;68,03
1189,650;59,53;60,85;68,03
1189,700;59,53;60,85;68,03
1189,750;59,53;60,85;68,03
1189,800;59,53;60,84;68,03
1189,850;59,53;60,84;68,03
1189,900;59,53;60,84;68,03
1189,950;59,53;60,84;68,03
1190,000;59,53;60,84;68,03
1190,050;59,53;60,84;68,03
1190,100;59,53;60,84;68,03
1190,150;59,53;60,84;68,03
1190,200;59,53;60,84;68,03
1190,250;59,53;60,84;68,03
1190,300;59,53;60,84;68,03
1190,350;59,53;60,84;68,03
1190,400;59,53;60,84;68,03
1190,450;59,53;60,84;68,03
1190,500;59,53;60,84;68,03
1190,550;59,53;60,84;68,03
1190,600;59,53;60,84;68,03
1190,650;59,52;60,83;68,03
1190,700;59,53;60,84;68,03
1190,750;59,52;60,84;68,03
1190,800;59,52;60,83;68,03
1190,850;59,52;60,83;68,03
1190,900;59,52;60,83;68,03
