"Time (s) Run #1";"Temperature 1 (°C) Run #1";"Temperature 2 (°C) Run #1";"Temperature 3 (°C) Run #1"
774,200;63,58;64,91;70,98
774,250;63,59;64,90;70,98
774,300;63,58;64,90;70,98
774,350;63,58;64,90;70,98
774,400;63,58;64,90;70,97
774,450;63,58;64,90;70,98
774,500;63,58;64,90;70,97
774,550;63,58;64,90;70,97
774,600;63,58;64,90;70,97
774,650;63,58;64,90;70,97
774,700;63,58;64,90;70,97
774,750;63,58;64,91;70,97
774,800;63,58;64,90;70,97
774,850;63,58;64,90;70,97
774,900;63,58;64,90;70,97
774,950;63,58;64,90;70,97
775,000;63,57;64,90;70,97
775,050;63,57;64,90;70,97
775,100;63,58;64,89;70,97
775,150;63,58;64,90;70,97
775,200;63,57;64,89;70,97
775,250;63,57;64,90;70,97
775,300;63,57;64,89;70,96
775,350;63,57;64,89;70,96
775,400;63,57;64,89;70,97
775,450;63,57;64,89;70,96
775,500;63,57;64,89;70,97
775,550;63,57;64,89;70,96
775,600;63,57;64,89;70,97
775,650;63,57;64,89;70,97
775,700;63,57;64,89;70,96
775,750;63,57;64,89;70,96
775,800;63,57;64,89;70,96
775,850;63,57;64,89;70,96
775,900;63,57;64,89;70,96
775,950;63,57;64,89;70,96
776,000;63,56;64,89;70,96
776,050;63,57;64,88;70,96
776,100;63,57;64,88;70,96
776,150;63,56;64,88;70,96
776,200;63,56;64,88;70,96
776,250;63,57;64,88;70,96
776,300;63,56;64,88;70,96
776,350;63,56;64,88;70,96
776,400;63,56;64,88;70,96
776,450;63,56;64,88;70,96
776,500;63,56;64,88;70,96
776,550;63,56;64,88;70,96
776,600;63,56;64,88;70,95
776,650;63,56;64,88;70,95
776,700;63,56;64,87;70,95
776,750;63,56;64,88;70,95
776,800;63,56;64,87;70,95
776,850;63,56;64,88;70,95
776,900;63,56;64,87;70,95
776,950;63,55;64,87;70,95
777,000;63,55;64,87;70,95
777,050;63,55;64,87;70,95
777,100;63,56;64,87;70,95
777,150;63,55;64,87;70,95
777,200;63,55;64,87;70,95
777,250;63,55;64,87;70,95
777,300;63,55;64,87;70,95
777,350;63,55;64,87;70,95
777,400;63,55;64,87;70,95
777,450;63,55;64,87;70,95
777,500;63,55;64,87;70,95
777,550;63,55;64,87;70,95
777,600;63,55;64,87;70,95
777,650;63,55;64,87;70,94
777,700;63,55;64,87;70,94
777,750;63,55;64,86;70,95
777,800;63,55;64,87;70,94
777,850;63,55;64,86;70,95
777,900;63,55;64,86;70,94
777,950;63,55;64,86;70,95
778,000;63,54;64,86;70,94
778,050;63,55;64,86;70,94
778,100;63,54;64,86;70,94
778,150;63,54;64,86;70,95
778,200;63,54;64,86;70,94
778,250;63,54;64,86;70,94
778,300;63,54;64,86;70,94
778,350;63,54;64,86;70,94
778,400;63,54;64,86;70,94
778,450;63,54;64,86;70,94
778,500;63,54;64,86;70,94
778,550;63,54;64,86;70,94
778,600;63,54;64,86;70,94
778,650;63,54;64,85;70,94
778,700;63,54;64,86;70,94
778,750;63,54;64,85;70,94
778,800;63,54;64,85;70,94
778,850;63,54;64,85;70,94
778,900;63,54;64,85;70,94
778,950;63,54;64,85;70,94
779,000;63,53;64,85;70,93
779,050;63,53;64,85;70,94
779,100;63,53;64,85;70,94
779,150;63,53;64,85;70,93
779,200;63,54;64,85;70,93
779,250;63,53;64,85;70,93
779,300;63,53;64,85;70,93
779,350;63,53;64,85;70,93
779,400;63,53;64,85;70,94
779,450;63,53;64,85;70,93
779,500;63,53;64,85;70,93
779,550;63,53;64,85;70,93
779,600;63,53;64,84;70,93
779,650;63,53;64,85;70,93
779,700;63,53;64,85;70,93
779,750;63,53;64,84;70,93
779,800;63,53;64,85;70,93
779,850;63,53;64,84;70,93
779,900;63,52;64,85;70,93
779,950;63,52;64,84;70,93
780,000;63,53;64,84;70,93
780,050;63,52;64,84;70,93
780,100;63,53;64,84;70,93
780,150;63,52;64,84;70,93
780,200;63,52;64,85;70,93
780,250;63,52;64,84;70,93
780,300;63,52;64,84;70,93
780,350;63,52;64,84;70,92
780,400;63,52;64,84;70,93
780,450;63,52;64,84;70,92
780,500;63,52;64,84;70,93
780,550;63,52;64,84;70,92
780,600;63,52;64,83;70,92
780,650;63,52;64,84;70,93
780,700;63,52;64,84;70,93
780,750;63,52;64,84;70,93
780,800;63,51;64,83;70,92
780,850;63,52;64,84;70,92
780,900;63,51;64,84;70,92
780,950;63,52;64,84;70,92
781,000;63,51;64,83;70,92
781,050;63,51;64,83;70,92
781,100;63,51;64,83;70,92
781,150;63,51;64,83;70,92
781,200;63,51;64,83;70,92
781,250;63,51;64,83;70,92
781,300;63,51;64,83;70,92
781,350;63,51;64,83;70,92
781,400;63,51;64,83;70,92
781,450;63,51;64,83;70,92
781,500;63,51;64,83;70,92
781,550;63,51;64,83;70,92
781,600;63,50;64,83;70,91
781,650;63,51;64,83;70,92
781,700;63,50;64,83;70,92
781,750;63,50;64,83;70,91
781,800;63,50;64,83;70,92
781,850;63,50;64,83;70,91
781,900;63,51;64,82;70,92
781,950;63,50;64,83;70,91
782,000;63,50;64,82;70,92
782,050;63,50;64,82;70,91
782,100;63,50;64,82;70,91
782,150;63,50;64,82;70,91
782,200;63,50;64,82;70,91
782,250;63,50;64,82;70,91
782,300;63,50;64,82;70,91
782,350;63,50;64,82;70,91
782,400;63,50;64,82;70,91
782,450;63,50;64,82;70,91
782,500;63,50;64,82;70,91
782,550;63,50;64,82;70,91
782,600;63,49;64,82;70,91
782,650;63,50;64,82;70,91
782,700;63,49;64,82;70,91
782,750;63,49;64,82;70,91
782,800;63,49;64,81;70,91
782,850;63,50;64,82;70,91
782,900;63,49;64,82;70,91
782,950;63,49;64,82;70,91
783,000;63,50;64,82;70,91
783,050;63,49;64,81;70,91
783,100;63,49;64,81;70,91
783,150;63,49;64,82;70,91
783,200;63,49;64,82;70,91
783,250;63,49;64,82;70,91
783,300;63,49;64,81;70,91
783,350;63,49;64,81;70,91
783,400;63,49;64,81;70,91
783,450;63,49;64,81;70,91
783,500;63,49;64,81;70,91
783,550;63,49;64,81;70,90
783,600;63,49;64,81;70,90
783,650;63,48;64,81;70,91
783,700;63,48;64,81;70,90
783,750;63,48;64,81;70,90
783,800;63,49;64,81;70,90
783,850;63,48;64,81;70,90
783,900;63,48;64,81;70,90
783,950;63,48;64,81;70,90
784,000;63,48;64,81;70,90
784,050;63,48;64,81;70,90
784,100;63,48;64,81;70,90
784,150;63,48;64,81;70,90
784,200;63,48;64,80;70,90
784,250;63,48;64,80;70,90
784,300;63,48;64,80;70,90
784,350;63,48;64,80;70,90
784,400;63,48;64,80;70,90
784,450;63,48;64,80;70,90
784,500;63,48;64,80;70,90
784,550;63,48;64,80;70,90
784,600;63,48;64,80;70,90
784,650;63,48;64,80;70,90
784,700;63,47;64,80;70,89
784,750;63,47;64,80;70,90
784,800;63,48;64,80;70,90
784,850;63,48;64,80;70,89
784,900;63,47;64,80;70,89
784,950;63,48;64,80;70,90
785,000;63,47;64,80;70,89
785,050;63,47;64,80;70,89
785,100;63,47;64,80;70,90
785,150;63,47;64,80;70,89
785,200;63,47;64,80;70,89
785,250;63,47;64,79;70,89
785,300;63,47;64,80;70,89
785,350;63,47;64,80;70,89
785,400;63,47;64,80;70,89
785,450;63,46;64,80;70,89
785,500;63,47;64,79;70,89
785,550;63,47;64,80;70,89
785,600;63,47;64,79;70,89
785,650;63,47;64,80;70,89
785,700;63,47;64,79;70,89
785,750;63,47;64,79;70,89
785,800;63,47;64,79;70,89
785,850;63,46;64,79;70,89
785,900;63,46;64,79;70,89
785,950;63,46;64,79;70,89
786,000;63,46;64,79;70,89
786,050;63,46;64,79;70,88
786,100;63,46;64,79;70,89
786,150;63,46;64,79;70,89
786,200;63,46;64,79;70,88
786,250;63,46;64,79;70,88
786,300;63,46;64,79;70,88
786,350;63,46;64,78;70,88
786,400;63,46;64,79;70,88
786,450;63,46;64,79;70,88
786,500;63,46;64,78;70,88
786,550;63,46;64,79;70,88
786,600;63,46;64,78;70,88
786,650;63,45;64,78;70,88
786,700;63,45;64,78;70,88
786,750;63,46;64,78;70,89
786,800;63,46;64,78;70,88
786,850;63,45;64,78;70,88
786,900;63,45;64,78;70,88
786,950;63,46;64,78;70,88
787,000;63,45;64,78;70,88
787,050;63,45;64,78;70,88
787,100;63,45;64,78;70,88
787,150;63,45;64,78;70,88
787,200;63,45;64,78;70,88
787,250;63,45;64,78;70,88
787,300;63,45;64,78;70,88
787,350;63,45;64,78;70,88
787,400;63,45;64,78;70,88
787,450;63,45;64,78;70,88
787,500;63,45;64,78;70,88
787,550;63,45;64,78;70,87
787,600;63,45;64,78;70,88
787,650;63,45;64,78;70,87
787,700;63,45;64,77;70,88
787,750;63,45;64,78;70,87
787,800;63,45;64,78;70,87
787,850;63,45;64,77;70,87
787,900;63,45;64,78;70,87
787,950;63,45;64,78;70,87
788,000;63,45;64,77;70,87
788,050;63,45;64,77;70,87
788,100;63,45;64,77;70,87
788,150;63,44;64,78;70,87
788,200;63,45;64,77;70,87
788,250;63,44;64,77;70,87
788,300;63,45;64,77;70,87
788,350;63,44;64,77;70,87
788,400;63,44;64,77;70,87
788,450;63,44;64,77;70,87
788,500;63,44;64,77;70,86
788,550;63,44;64,77;70,87
788,600;63,44;64,77;70,87
788,650;63,44;64,77;70,87
788,700;63,44;64,77;70,87
788,750;63,44;64,77;70,87
788,800;63,44;64,76;70,86
788,850;63,44;64,77;70,87
788,900;63,44;64,77;70,87
788,950;63,43;64,76;70,87
789,000;63,44;64,76;70,86
789,050;63,44;64,76;70,86
789,100;63,44;64,76;70,86
789,150;63,44;64,76;70,86
789,200;63,43;64,76;70,86
789,250;63,43;64,76;70,86
789,300;63,43;64,76;70,86
789,350;63,44;64,76;70,86
789,400;63,43;64,76;70,86
789,450;63,43;64,76;70,86
789,500;63,43;64,76;70,86
789,550;63,43;64,76;70,86
789,600;63,43;64,76;70,86
789,650;63,43;64,76;70,86
789,700;63,43;64,76;70,86
789,750;63,43;64,76;70,86
789,800;63,43;64,75;70,86
789,850;63,43;64,75;70,86
789,900;63,43;64,75;70,86
789,950;63,43;64,75;70,86
790,000;63,43;64,75;70,85
790,050;63,42;64,75;70,86
790,100;63,43;64,75;70,85
790,150;63,43;64,75;70,85
790,200;63,43;64,75;70,85
790,250;63,43;64,75;70,86
790,300;63,43;64,75;70,86
790,350;63,43;64,75;70,85
790,400;63,43;64,75;70,85
790,450;63,42;64,75;70,85
790,500;63,42;64,75;70,85
790,550;63,42;64,75;70,85
790,600;63,42;64,75;70,85
790,650;63,42;64,75;70,85
790,700;63,42;64,75;70,84
790,750;63,42;64,75;70,85
790,800;63,42;64,75;70,85
790,850;63,42;64,75;70,85
790,900;63,42;64,75;70,85
790,950;63,42;64,75;70,85
791,000;63,42;64,74;70,85
791,050;63,42;64,74;70,85
791,100;63,42;64,75;70,85
791,150;63,41;64,75;70,84
791,200;63,41;64,74;70,84
791,250;63,41;64,75;70,85
791,300;63,41;64,74;70,84
791,350;63,41;64,74;70,85
791,400;63,41;64,74;70,84
791,450;63,41;64,74;70,84
791,500;63,41;64,74;70,84
791,550;63,41;64,74;70,84
791,600;63,41;64,74;70,84
791,650;63,41;64,74;70,84
791,700;63,41;64,74;70,84
791,750;63,41;64,74;70,84
791,800;63,41;64,74;70,84
791,850;63,41;64,74;70,83
791,900;63,41;64,74;70,84
791,950;63,40;64,73;70,84
792,000;63,41;64,74;70,84
792,050;63,40;64,74;70,84
792,100;63,40;64,73;70,84
792,150;63,40;64,73;70,84
792,200;63,40;64,74;70,83
792,250;63,40;64,73;70,83
792,300;63,40;64,73;70,83
792,350;63,40;64,73;70,83
792,400;63,40;64,73;70,83
792,450;63,40;64,73;70,83
792,500;63,40;64,73;70,83
792,550;63,40;64,73;70,84
792,600;63,40;64,73;70,83
792,650;63,40;64,73;70,83
792,700;63,40;64,73;70,83
792,750;63,40;64,73;70,83
792,800;63,40;64,73;70,83
792,850;63,40;64,73;70,83
792,900;63,39;64,73;70,83
792,950;63,39;64,73;70,83
793,000;63,39;64,72;70,83
793,050;63,39;64,73;70,83
793,100;63,39;64,73;70,83
793,150;63,39;64,72;70,83
793,200;63,39;64,72;70,83
793,250;63,39;64,73;70,83
793,300;63,39;64,72;70,83
793,350;63,39;64,72;70,83
793,400;63,39;64,72;70,83
793,450;63,39;64,72;70,82
793,500;63,39;64,72;70,82
793,550;63,39;64,72;70,82
793,600;63,39;64,72;70,82
793,650;63,39;64,72;70,82
793,700;63,39;64,72;70,82
793,750;63,39;64,72;70,82
793,800;63,39;64,72;70,82
793,850;63,39;64,72;70,82
793,900;63,39;64,72;70,82
793,950;63,38;64,72;70,82
794,000;63,38;64,72;70,82
794,050;63,38;64,72;70,82
794,100;63,38;64,71;70,82
794,150;63,38;64,72;70,82
794,200;63,38;64,71;70,82
794,250;63,38;64,71;70,82
794,300;63,38;64,71;70,82
794,350;63,38;64,71;70,82
794,400;63,38;64,71;70,82
794,450;63,38;64,71;70,81
794,500;63,38;64,71;70,82
794,550;63,38;64,71;70,82
794,600;63,37;64,71;70,82
794,650;63,38;64,71;70,82
794,700;63,37;64,71;70,82
794,750;63,37;64,71;70,82
794,800;63,37;64,71;70,82
794,850;63,37;64,71;70,82
794,900;63,37;64,71;70,82
794,950;63,38;64,71;70,82
795,000;63,37;64,71;70,81
795,050;63,37;64,71;70,82
795,100;63,37;64,70;70,81
795,150;63,37;64,70;70,81
795,200;63,37;64,70;70,81
795,250;63,37;64,70;70,81
795,300;63,37;64,70;70,81
795,350;63,37;64,70;70,82
795,400;63,37;64,70;70,81
795,450;63,37;64,70;70,81
795,500;63,37;64,70;70,81
795,550;63,37;64,70;70,81
795,600;63,37;64,70;70,81
795,650;63,36;64,70;70,81
795,700;63,36;64,70;70,81
795,750;63,36;64,70;70,80
795,800;63,36;64,70;70,81
795,850;63,36;64,69;70,81
795,900;63,36;64,69;70,81
795,950;63,36;64,69;70,81
796,000;63,36;64,70;70,81
796,050;63,36;64,69;70,81
796,100;63,36;64,70;70,81
796,150;63,36;64,69;70,81
796,200;63,36;64,69;70,81
796,250;63,36;64,69;70,81
796,300;63,36;64,69;70,81
796,350;63,36;64,69;70,81
796,400;63,35;64,69;70,81
796,450;63,35;64,69;70,81
796,500;63,36;64,69;70,80
796,550;63,35;64,69;70,81
796,600;63,36;64,69;70,81
796,650;63,35;64,69;70,81
796,700;63,36;64,69;70,81
796,750;63,35;64,69;70,81
796,800;63,35;64,69;70,80
796,850;63,35;64,68;70,80
796,900;63,35;64,69;70,81
796,950;63,35;64,69;70,80
797,000;63,35;64,69;70,81
797,050;63,35;64,68;70,81
797,100;63,35;64,68;70,80
797,150;63,35;64,68;70,80
797,200;63,35;64,68;70,80
797,250;63,34;64,68;70,80
797,300;63,35;64,68;70,80
797,350;63,35;64,68;70,80
797,400;63,35;64,68;70,80
797,450;63,35;64,68;70,80
797,500;63,35;64,68;70,80
797,550;63,34;64,68;70,80
797,600;63,34;64,68;70,80
797,650;63,34;64,68;70,80
797,700;63,34;64,68;70,80
797,750;63,34;64,68;70,80
797,800;63,34;64,67;70,80
797,850;63,34;64,67;70,80
797,900;63,34;64,67;70,80
797,950;63,34;64,67;70,80
798,000;63,34;64,67;70,80
798,050;63,34;64,67;70,80
798,100;63,33;64,67;70,80
798,150;63,34;64,67;70,80
798,200;63,34;64,67;70,80
798,250;63,34;64,67;70,80
798,300;63,33;64,67;70,80
798,350;63,34;64,67;70,79
798,400;63,33;64,67;70,80
798,450;63,34;64,67;70,79
798,500;63,34;64,67;70,80
798,550;63,33;64,67;70,79
798,600;63,33;64,67;70,79
798,650;63,33;64,67;70,79
798,700;63,33;64,66;70,79
798,750;63,33;64,67;70,79
798,800;63,33;64,66;70,79
798,850;63,33;64,67;70,79
798,900;63,33;64,66;70,79
798,950;63,33;64,66;70,79
799,000;63,33;64,66;70,79
799,050;63,33;64,66;70,79
799,100;63,33;64,67;70,79
799,150;63,33;64,66;70,79
799,200;63,33;64,66;70,79
799,250;63,33;64,66;70,79
799,300;63,33;64,66;70,79
799,350;63,33;64,66;70,79
799,400;63,33;64,66;70,79
799,450;63,32;64,66;70,79
799,500;63,32;64,66;70,79
799,550;63,33;64,66;70,79
799,600;63,32;64,65;70,79
799,650;63,32;64,66;70,79
799,700;63,32;64,66;70,79
799,750;63,32;64,65;70,79
799,800;63,32;64,65;70,79
799,850;63,32;64,66;70,79
799,900;63,32;64,65;70,79
799,950;63,32;64,65;70,79
800,000;63,32;64,65;70,78
800,050;63,32;64,65;70,79
800,100;63,32;64,65;70,78
800,150;63,32;64,65;70,78
800,200;63,32;64,65;70,78
800,250;63,32;64,65;70,78
800,300;63,32;64,65;70,78
800,350;63,32;64,65;70,78
800,400;63,32;64,65;70,78
800,450;63,31;64,65;70,78
800,500;63,32;64,65;70,78
800,550;63,32;64,65;70,78
800,600;63,31;64,64;70,78
800,650;63,31;64,64;70,78
800,700;63,31;64,65;70,78
800,750;63,31;64,65;70,78
800,800;63,31;64,65;70,78
800,850;63,32;64,65;70,78
800,900;63,31;64,64;70,78
800,950;63,31;64,65;70,78
801,000;63,31;64,64;70,78
801,050;63,31;64,65;70,78
801,100;63,31;64,64;70,77
801,150;63,31;64,64;70,77
801,200;63,31;64,64;70,77
801,250;63,31;64,64;70,77
801,300;63,31;64,64;70,77
801,350;63,31;64,64;70,77
801,400;63,31;64,64;70,77
801,450;63,31;64,64;70,77
801,500;63,30;64,64;70,77
801,550;63,31;64,64;70,77
801,600;63,31;64,63;70,77
801,650;63,30;64,64;70,77
801,700;63,30;64,64;70,77
801,750;63,30;64,63;70,77
801,800;63,30;64,64;70,77
801,850;63,30;64,64;70,77
801,900;63,30;64,64;70,77
801,950;63,30;64,64;70,77
802,000;63,30;64,64;70,77
802,050;63,30;64,63;70,76
802,100;63,30;64,64;70,76
802,150;63,30;64,63;70,76
802,200;63,30;64,63;70,76
802,250;63,30;64,63;70,76
802,300;63,30;64,63;70,76
802,350;63,30;64,63;70,76
802,400;63,30;64,63;70,76
802,450;63,30;64,63;70,76
802,500;63,30;64,63;70,76
802,550;63,30;64,63;70,76
802,600;63,29;64,63;70,76
802,650;63,29;64,63;70,76
802,700;63,29;64,63;70,76
802,750;63,29;64,63;70,76
802,800;63,30;64,62;70,76
802,850;63,29;64,63;70,75
802,900;63,29;64,63;70,75
802,950;63,29;64,63;70,75
803,000;63,29;64,62;70,75
803,050;63,29;64,62;70,75
803,100;63,29;64,62;70,75
803,150;63,29;64,62;70,75
803,200;63,29;64,62;70,75
803,250;63,29;64,62;70,75
803,300;63,29;64,62;70,75
803,350;63,29;64,62;70,75
803,400;63,29;64,62;70,75
803,450;63,28;64,62;70,75
803,500;63,29;64,62;70,75
803,550;63,28;64,61;70,75
803,600;63,29;64,62;70,75
803,650;63,28;64,62;70,75
803,700;63,29;64,62;70,75
803,750;63,28;64,62;70,75
803,800;63,28;64,62;70,74
803,850;63,28;64,61;70,75
803,900;63,28;64,61;70,75
803,950;63,28;64,61;70,74
804,000;63,28;64,61;70,75
804,050;63,28;64,61;70,74
804,100;63,28;64,61;70,74
804,150;63,28;64,61;70,74
804,200;63,28;64,61;70,74
804,250;63,28;64,61;70,74
804,300;63,28;64,61;70,74
804,350;63,28;64,61;70,74
804,400;63,27;64,61;70,74
804,450;63,27;64,61;70,74
804,500;63,27;64,61;70,74
804,550;63,27;64,61;70,74
804,600;63,27;64,60;70,74
804,650;63,27;64,61;70,74
804,700;63,28;64,61;70,74
804,750;63,27;64,60;70,74
804,800;63,27;64,60;70,74
804,850;63,27;64,60;70,74
804,900;63,27;64,60;70,74
804,950;63,27;64,60;70,73
805,000;63,27;64,60;70,73
805,050;63,27;64,60;70,74
805,100;63,26;64,60;70,73
805,150;63,27;64,60;70,73
805,200;63,27;64,60;70,73
805,250;63,27;64,60;70,73
805,300;63,27;64,60;70,73
805,350;63,27;64,60;70,73
805,400;63,27;64,60;70,73
805,450;63,26;64,60;70,73
805,500;63,26;64,59;70,73
805,550;63,26;64,59;70,73
805,600;63,26;64,59;70,73
805,650;63,26;64,59;70,73
805,700;63,26;64,59;70,73
805,750;63,26;64,60;70,73
805,800;63,26;64,59;70,73
805,850;63,26;64,59;70,73
805,900;63,26;64,59;70,73
805,950;63,26;64,59;70,73
806,000;63,26;64,59;70,73
806,050;63,26;64,59;70,72
806,100;63,26;64,59;70,73
806,150;63,26;64,59;70,72
806,200;63,26;64,59;70,73
806,250;63,26;64,59;70,72
806,300;63,26;64,58;70,72
806,350;63,25;64,59;70,73
806,400;63,25;64,59;70,72
806,450;63,26;64,58;70,72
806,500;63,25;64,58;70,72
806,550;63,25;64,58;70,72
806,600;63,25;64,59;70,72
806,650;63,25;64,58;70,72
806,700;63,25;64,58;70,72
806,750;63,25;64,58;70,72
806,800;63,25;64,58;70,72
806,850;63,25;64,58;70,72
806,900;63,25;64,58;70,72
806,950;63,25;64,58;70,72
807,000;63,25;64,58;70,72
807,050;63,25;64,58;70,72
807,100;63,25;64,58;70,72
807,150;63,25;64,57;70,72
807,200;63,25;64,57;70,72
807,250;63,24;64,58;70,72
807,300;63,25;64,57;70,72
807,350;63,25;64,57;70,72
807,400;63,24;64,57;70,71
807,450;63,24;64,57;70,72
807,500;63,24;64,57;70,71
807,550;63,24;64,57;70,72
807,600;63,24;64,57;70,72
807,650;63,24;64,57;70,71
807,700;63,24;64,57;70,71
807,750;63,24;64,57;70,71
807,800;63,24;64,57;70,71
807,850;63,24;64,57;70,71
807,900;63,24;64,57;70,71
807,950;63,24;64,57;70,71
808,000;63,24;64,57;70,71
808,050;63,24;64,57;70,71
808,100;63,24;64,57;70,71
808,150;63,24;64,56;70,71
808,200;63,24;64,56;70,71
808,250;63,24;64,56;70,71
808,300;63,24;64,56;70,71
808,350;63,23;64,56;70,71
808,400;63,24;64,56;70,71
808,450;63,24;64,56;70,71
808,500;63,23;64,56;70,71
808,550;63,23;64,56;70,71
808,600;63,23;64,56;70,71
808,650;63,23;64,56;70,71
808,700;63,24;64,56;70,71
808,750;63,23;64,56;70,71
808,800;63,23;64,55;70,71
808,850;63,23;64,56;70,71
808,900;63,23;64,56;70,71
808,950;63,23;64,55;70,71
809,000;63,23;64,55;70,71
809,050;63,23;64,55;70,71
809,100;63,23;64,55;70,71
809,150;63,23;64,55;70,70
809,200;63,23;64,55;70,70
809,250;63,23;64,55;70,71
809,300;63,23;64,55;70,70
809,350;63,22;64,55;70,71
809,400;63,22;64,55;70,70
809,450;63,22;64,55;70,70
809,500;63,23;64,55;70,70
809,550;63,23;64,55;70,70
809,600;63,23;64,55;70,70
809,650;63,22;64,54;70,70
809,700;63,22;64,54;70,70
809,750;63,23;64,54;70,70
809,800;63,22;64,54;70,70
809,850;63,22;64,54;70,70
809,900;63,22;64,54;70,70
809,950;63,22;64,54;70,70
810,000;63,22;64,54;70,70
810,050;63,22;64,54;70,70
810,100;63,22;64,54;70,70
810,150;63,22;64,54;70,70
810,200;63,22;64,54;70,70
810,250;63,22;64,54;70,70
810,300;63,22;64,54;70,70
810,350;63,22;64,54;70,70
810,400;63,22;64,54;70,70
810,450;63,22;64,54;70,70
810,500;63,22;64,53;70,70
810,550;63,22;64,53;70,70
810,600;63,22;64,54;70,69
810,650;63,21;64,54;70,70
810,700;63,21;64,53;70,70
810,750;63,21;64,53;70,70
810,800;63,22;64,53;70,70
810,850;63,21;64,53;70,70
810,900;63,21;64,53;70,70
810,950;63,21;64,53;70,70
811,000;63,21;64,53;70,69
811,050;63,21;64,53;70,69
811,100;63,21;64,53;70,69
811,150;63,21;64,53;70,69
811,200;63,21;64,52;70,70
811,250;63,21;64,52;70,69
811,300;63,21;64,52;70,69
811,350;63,21;64,52;70,69
811,400;63,21;64,52;70,69
811,450;63,21;64,53;70,69
811,500;63,21;64,52;70,69
811,550;63,21;64,52;70,69
811,600;63,21;64,52;70,69
811,650;63,20;64,52;70,69
811,700;63,20;64,52;70,69
811,750;63,21;64,52;70,69
811,800;63,20;64,52;70,69
811,850;63,20;64,52;70,69
811,900;63,21;64,52;70,69
811,950;63,20;64,52;70,69
812,000;63,20;64,52;70,69
812,050;63,20;64,52;70,69
812,100;63,20;64,51;70,69
812,150;63,20;64,52;70,69
812,200;63,20;64,52;70,69
812,250;63,20;64,51;70,69
812,300;63,20;64,52;70,69
812,350;63,20;64,51;70,69
812,400;63,20;64,51;70,69
812,450;63,20;64,51;70,69
812,500;63,20;64,51;70,69
812,550;63,20;64,51;70,69
812,600;63,20;64,51;70,69
812,650;63,20;64,51;70,69
812,700;63,20;64,51;70,68
812,750;63,20;64,51;70,69
812,800;63,20;64,50;70,69
812,850;63,20;64,51;70,69
812,900;63,20;64,51;70,68
812,950;63,20;64,51;70,68
813,000;63,20;64,51;70,68
813,050;63,19;64,50;70,68
813,100;63,20;64,50;70,69
813,150;63,19;64,50;70,68
813,200;63,19;64,50;70,68
813,250;63,19;64,50;70,68
813,300;63,19;64,50;70,68
813,350;63,19;64,50;70,68
813,400;63,19;64,50;70,68
813,450;63,19;64,50;70,68
813,500;63,19;64,50;70,68
813,550;63,19;64,50;70,68
813,600;63,19;64,50;70,68
813,650;63,19;64,50;70,68
813,700;63,19;64,50;70,68
813,750;63,19;64,50;70,68
813,800;63,19;64,50;70,68
813,850;63,19;64,50;70,68
813,900;63,19;64,49;70,68
813,950;63,19;64,50;70,68
814,000;63,19;64,50;70,68
814,050;63,18;64,50;70,68
814,100;63,19;64,49;70,68
814,150;63,18;64,49;70,68
814,200;63,19;64,49;70,68
814,250;63,18;64,49;70,68
814,300;63,18;64,49;70,67
814,350;63,18;64,49;70,67
814,400;63,18;64,49;70,68
814,450;63,18;64,49;70,67
814,500;63,19;64,49;70,68
814,550;63,17;64,49;70,68
814,600;63,18;64,49;70,67
814,650;63,18;64,49;70,67
814,700;63,18;64,49;70,67
814,750;63,18;64,49;70,68
814,800;63,17;64,49;70,67
814,850;63,18;64,49;70,68
814,900;63,18;64,48;70,67
814,950;63,18;64,48;70,67
815,000;63,18;64,48;70,67
815,050;63,18;64,48;70,67
815,100;63,18;64,48;70,67
815,150;63,18;64,48;70,67
815,200;63,17;64,48;70,67
815,250;63,17;64,48;70,67
815,300;63,17;64,48;70,67
815,350;63,17;64,48;70,67
815,400;63,17;64,48;70,67
815,450;63,17;64,48;70,67
815,500;63,17;64,48;70,67
815,550;63,17;64,48;70,67
815,600;63,17;64,48;70,67
815,650;63,17;64,48;70,67
815,700;63,17;64,48;70,67
815,750;63,17;64,47;70,67
815,800;63,17;64,48;70,67
815,850;63,17;64,47;70,67
815,900;63,17;64,47;70,67
815,950;63,17;64,47;70,67
816,000;63,17;64,47;70,67
816,050;63,17;64,47;70,67
816,100;63,17;64,47;70,67
816,150;63,16;64,47;70,67
816,200;63,16;64,47;70,67
816,250;63,17;64,47;70,67
816,300;63,16;64,47;70,67
816,350;63,16;64,47;70,67
816,400;63,16;64,47;70,66
816,450;63,16;64,47;70,66
816,500;63,16;64,46;70,67
816,550;63,16;64,47;70,67
816,600;63,16;64,47;70,66
816,650;63,16;64,46;70,66
816,700;63,16;64,46;70,66
816,750;63,16;64,46;70,67
816,800;63,16;64,46;70,67
816,850;63,16;64,46;70,66
816,900;63,16;64,46;70,66
816,950;63,16;64,46;70,66
817,000;63,16;64,46;70,66
817,050;63,16;64,46;70,66
817,100;63,16;64,46;70,66
817,150;63,16;64,46;70,66
817,200;63,15;64,46;70,66
817,250;63,15;64,46;70,66
817,300;63,15;64,46;70,66
817,350;63,15;64,46;70,66
817,400;63,15;64,46;70,66
817,450;63,15;64,46;70,66
817,500;63,15;64,46;70,66
817,550;63,15;64,46;70,66
817,600;63,15;64,45;70,66
817,650;63,15;64,45;70,66
817,700;63,15;64,45;70,66
