"Time (s) Run #2";"Temperature 1 (°C) Run #2";"Temperature 2 (°C) Run #2";"Temperature 3 (°C) Run #2";"Time (s) Run #3";"Temperature 1 (°C) Run #3";"Temperature 2 (°C) Run #3";"Temperature 3 (°C) Run #3"
734,100;71,48;72,37;66,99;734,100;69,16;71,87;73,03
734,150;71,48;72,37;66,99;734,150;69,16;71,87;73,03
734,200;71,48;72,37;66,99;734,200;69,16;71,87;73,03
734,250;71,48;72,37;66,99;734,250;69,15;71,87;73,03
734,300;71,48;72,37;66,99;734,300;69,16;71,87;73,03
734,350;71,48;72,37;66,99;734,350;69,15;71,87;73,03
734,400;71,48;72,37;66,99;734,400;69,15;71,86;73,02
734,450;71,48;72,37;66,99;734,450;69,15;71,87;73,03
734,500;71,48;72,37;66,99;734,500;69,15;71,87;73,03
734,550;71,48;72,37;66,99;734,550;69,15;71,87;73,03
734,600;71,48;72,37;66,99;734,600;69,15;71,86;73,02
734,650;71,48;72,37;66,99;734,650;69,16;71,87;73,03
734,700;71,48;72,37;66,99;734,700;69,15;71,87;73,02
734,750;71,48;72,37;66,99;734,750;69,15;71,86;73,03
734,800;71,47;72,38;66,98;734,800;69,15;71,87;73,02
734,850;71,48;72,37;66,98;734,850;69,15;71,87;73,02
734,900;71,47;72,37;66,98;734,900;69,15;71,86;73,02
734,950;71,47;72,37;66,98;734,950;69,15;71,86;73,02
735,000;71,48;72,37;66,98;735,000;69,15;71,86;73,02
735,050;71,47;72,37;66,98;735,050;69,15;71,86;73,02
735,100;71,47;72,37;66,98;735,100;69,15;71,86;73,02
735,150;71,47;72,37;66,98;735,150;69,15;71,86;73,02
735,200;71,47;72,37;66,98;735,200;69,15;71,86;73,02
735,250;71,47;72,37;66,98;735,250;69,14;71,86;73,02
735,300;71,46;72,38;66,98;735,300;69,15;71,86;73,02
735,350;71,47;72,37;66,98;735,350;69,15;71,86;73,02
735,400;71,47;72,37;66,98;735,400;69,15;71,86;73,02
735,450;71,47;72,37;66,98;735,450;69,14;71,86;73,02
735,500;71,46;72,37;66,98;735,500;69,14;71,86;73,02
735,550;71,46;72,37;66,98;735,550;69,14;71,86;73,02
735,600;71,46;72,37;66,98;735,600;69,14;71,85;73,02
735,650;71,46;72,37;66,97;735,650;69,15;71,86;73,02
735,700;71,46;72,37;66,97;735,700;69,15;71,86;73,02
735,750;71,46;72,37;66,97;735,750;69,14;71,86;73,02
735,800;71,46;72,37;66,97;735,800;69,14;71,86;73,02
735,850;71,46;72,37;66,97;735,850;69,14;71,86;73,02
735,900;71,46;72,37;66,97;735,900;69,14;71,86;73,01
735,950;71,46;72,37;66,97;735,950;69,14;71,86;73,01
736,000;71,46;72,37;66,97;736,000;69,14;71,86;73,01
736,050;71,46;72,37;66,97;736,050;69,14;71,86;73,01
736,100;71,46;72,38;66,97;736,100;69,14;71,86;73,01
736,150;71,46;72,37;66,97;736,150;69,14;71,86;73,01
736,200;71,46;72,37;66,97;736,200;69,14;71,86;73,01
736,250;71,45;72,38;66,96;736,250;69,14;71,86;73,02
736,300;71,46;72,37;66,97;736,300;69,14;71,86;73,02
736,350;71,46;72,37;66,97;736,350;69,14;71,85;73,01
736,400;71,46;72,37;66,97;736,400;69,14;71,85;73,02
736,450;71,45;72,37;66,96;736,450;69,14;71,85;73,01
736,500;71,45;72,37;66,96;736,500;69,14;71,85;73,02
736,550;71,45;72,37;66,96;736,550;69,14;71,85;73,01
736,600;71,45;72,38;66,96;736,600;69,14;71,85;73,01
736,650;71,45;72,37;66,96;736,650;69,13;71,85;73,01
736,700;71,45;72,37;66,96;736,700;69,13;71,85;73,01
736,750;71,45;72,37;66,96;736,750;69,13;71,85;73,01
736,800;71,45;72,37;66,96;736,800;69,13;71,85;73,01
736,850;71,45;72,37;66,96;736,850;69,13;71,85;73,01
736,900;71,44;72,37;66,96;736,900;69,14;71,85;73,01
736,950;71,44;72,37;66,96;736,950;69,13;71,85;73,01
737,000;71,44;72,37;66,96;737,000;69,14;71,85;73,01
737,050;71,45;72,37;66,95;737,050;69,13;71,85;73,01
737,100;71,44;72,37;66,96;737,100;69,13;71,85;73,01
737,150;71,44;72,37;66,95;737,150;69,13;71,85;73,01
737,200;71,44;72,37;66,95;737,200;69,13;71,85;73,01
737,250;71,44;72,37;66,95;737,250;69,13;71,85;73,01
737,300;71,44;72,37;66,95;737,300;69,13;71,85;73,01
737,350;71,44;72,37;66,95;737,350;69,13;71,85;73,01
737,400;71,44;72,37;66,95;737,400;69,13;71,85;73,01
737,450;71,44;72,37;66,95;737,450;69,13;71,84;73,00
737,500;71,44;72,37;66,95;737,500;69,13;71,84;73,00
737,550;71,44;72,37;66,95;737,550;69,13;71,85;73,00
737,600;71,44;72,37;66,95;737,600;69,13;71,84;73,01
737,650;71,44;72,37;66,95;737,650;69,13;71,84;73,01
737,700;71,44;72,36;66,95;737,700;69,13;71,84;73,01
737,750;71,44;72,37;66,95;737,750;69,13;71,84;73,00
737,800;71,44;72,37;66,95;737,800;69,13;71,84;73,00
737,850;71,44;72,36;66,95;737,850;69,13;71,84;73,00
737,900;71,43;72,36;66,95;737,900;69,13;71,84;73,00
737,950;71,43;72,37;66,95;737,950;69,13;71,84;73,00
738,000;71,43;72,36;66,95;738,000;69,13;71,84;73,00
738,050;71,43;72,36;66,95;738,050;69,13;71,84;73,00
738,100;71,43;72,36;66,94;738,100;69,13;71,84;73,00
738,150;71,43;72,36;66,94;738,150;69,12;71,83;73,00
738,200;71,43;72,36;66,94;738,200;69,12;71,83;73,00
738,250;71,43;72,36;66,95;738,250;69,13;71,84;73,00
738,300;71,43;72,36;66,94;738,300;69,13;71,83;73,00
738,350;71,43;72,36;66,94;738,350;69,13;71,83;73,00
738,400;71,43;72,36;66,94;738,400;69,12;71,83;73,00
738,450;71,43;72,36;66,94;738,450;69,12;71,83;73,00
738,500;71,43;72,36;66,94;738,500;69,12;71,83;72,99
738,550;71,43;72,36;66,94;738,550;69,12;71,83;73,00
738,600;71,43;72,36;66,94;738,600;69,12;71,83;73,00
738,650;71,43;72,35;66,94;738,650;69,12;71,83;72,99
738,700;71,43;72,35;66,94;738,700;69,12;71,83;73,00
738,750;71,43;72,36;66,94;738,750;69,12;71,83;73,00
738,800;71,43;72,35;66,94;738,800;69,12;71,83;73,00
738,850;71,42;72,35;66,94;738,850;69,12;71,83;73,00
738,900;71,43;72,35;66,94;738,900;69,12;71,83;72,99
738,950;71,42;72,35;66,93;738,950;69,12;71,83;72,99
739,000;71,42;72,35;66,94;739,000;69,12;71,83;72,99
739,050;71,43;72,35;66,94;739,050;69,12;71,83;72,99
739,100;71,43;72,35;66,93;739,100;69,11;71,83;72,99
739,150;71,42;72,35;66,93;739,150;69,11;71,82;72,99
739,200;71,43;72,35;66,93;739,200;69,11;71,83;72,99
739,250;71,42;72,35;66,93;739,250;69,11;71,83;72,99
739,300;71,42;72,35;66,93;739,300;69,11;71,83;72,99
739,350;71,42;72,35;66,93;739,350;69,11;71,82;72,99
739,400;71,42;72,34;66,93;739,400;69,11;71,82;72,99
739,450;71,42;72,34;66,93;739,450;69,11;71,82;72,99
739,500;71,42;72,34;66,93;739,500;69,11;71,82;72,99
739,550;71,42;72,34;66,93;739,550;69,11;71,82;72,99
739,600;71,42;72,34;66,93;739,600;69,11;71,82;72,99
739,650;71,42;72,34;66,93;739,650;69,11;71,81;72,99
739,700;71,42;72,34;66,93;739,700;69,11;71,82;72,99
739,750;71,42;72,34;66,93;739,750;69,11;71,81;72,99
739,800;71,42;72,34;66,93;739,800;69,10;71,82;72,99
739,850;71,42;72,34;66,93;739,850;69,10;71,82;72,98
739,900;71,42;72,34;66,93;739,900;69,11;71,82;72,98
739,950;71,42;72,34;66,93;739,950;69,10;71,81;72,98
740,000;71,41;72,33;66,92;740,000;69,10;71,81;72,98
740,050;71,42;72,34;66,92;740,050;69,10;71,81;72,98
740,100;71,42;72,33;66,93;740,100;69,10;71,81;72,98
740,150;71,42;72,34;66,92;740,150;69,10;71,81;72,98
740,200;71,41;72,33;66,92;740,200;69,10;71,81;72,98
740,250;71,42;72,34;66,92;740,250;69,10;71,81;72,98
740,300;71,41;72,34;66,92;740,300;69,10;71,81;72,98
740,350;71,41;72,33;66,92;740,350;69,10;71,81;72,98
740,400;71,41;72,33;66,92;740,400;69,10;71,81;72,98
740,450;71,41;72,33;66,92;740,450;69,10;71,81;72,97
740,500;71,41;72,33;66,92;740,500;69,10;71,81;72,97
740,550;71,42;72,33;66,92;740,550;69,09;71,81;72,98
740,600;71,41;72,33;66,92;740,600;69,09;71,81;72,98
740,650;71,41;72,33;66,92;740,650;69,09;71,81;72,98
740,700;71,41;72,33;66,92;740,700;69,09;71,81;72,97
740,750;71,41;72,33;66,92;740,750;69,09;71,80;72,97
740,800;71,41;72,33;66,92;740,800;69,09;71,81;72,97
740,850;71,41;72,33;66,92;740,850;69,09;71,80;72,97
740,900;71,40;72,32;66,92;740,900;69,09;71,80;72,97
740,950;71,41;72,32;66,92;740,950;69,09;71,80;72,97
741,000;71,41;72,32;66,91;741,000;69,09;71,80;72,97
741,050;71,41;72,32;66,92;741,050;69,09;71,80;72,97
741,100;71,40;72,33;66,91;741,100;69,09;71,80;72,96
741,150;71,41;72,32;66,91;741,150;69,08;71,80;72,97
741,200;71,40;72,32;66,91;741,200;69,08;71,80;72,97
741,250;71,41;72,32;66,91;741,250;69,08;71,80;72,97
741,300;71,40;72,32;66,91;741,300;69,08;71,80;72,97
741,350;71,40;72,32;66,92;741,350;69,08;71,80;72,96
741,400;71,40;72,32;66,91;741,400;69,08;71,79;72,96
741,450;71,40;72,32;66,91;741,450;69,08;71,79;72,97
741,500;71,40;72,32;66,91;741,500;69,08;71,80;72,96
741,550;71,40;72,31;66,91;741,550;69,08;71,79;72,96
741,600;71,40;72,32;66,91;741,600;69,08;71,80;72,96
741,650;71,40;72,32;66,91;741,650;69,08;71,80;72,96
741,700;71,40;72,31;66,91;741,700;69,08;71,79;72,96
741,750;71,40;72,31;66,91;741,750;69,07;71,79;72,96
741,800;71,40;72,31;66,91;741,800;69,07;71,79;72,96
741,850;71,40;72,32;66,91;741,850;69,07;71,79;72,96
741,900;71,40;72,31;66,90;741,900;69,07;71,79;72,96
741,950;71,40;72,31;66,90;741,950;69,07;71,79;72,96
742,000;71,40;72,31;66,91;742,000;69,07;71,79;72,96
742,050;71,40;72,31;66,90;742,050;69,07;71,79;72,96
742,100;71,40;72,31;66,90;742,100;69,06;71,79;72,95
742,150;71,40;72,31;66,90;742,150;69,07;71,79;72,95
742,200;71,40;72,31;66,90;742,200;69,06;71,78;72,95
742,250;71,40;72,31;66,90;742,250;69,06;71,79;72,95
742,300;71,39;72,31;66,90;742,300;69,07;71,79;72,95
742,350;71,39;72,31;66,90;742,350;69,06;71,78;72,95
742,400;71,39;72,31;66,90;742,400;69,06;71,78;72,95
742,450;71,39;72,31;66,90;742,450;69,06;71,79;72,95
742,500;71,39;72,31;66,90;742,500;69,06;71,78;72,95
742,550;71,39;72,31;66,90;742,550;69,06;71,78;72,95
742,600;71,39;72,31;66,90;742,600;69,06;71,78;72,95
742,650;71,40;72,31;66,90;742,650;69,06;71,78;72,95
742,700;71,39;72,31;66,89;742,700;69,06;71,78;72,94
742,750;71,39;72,31;66,89;742,750;69,06;71,78;72,94
742,800;71,39;72,30;66,90;742,800;69,06;71,78;72,94
742,850;71,39;72,31;66,89;742,850;69,05;71,78;72,94
742,900;71,39;72,31;66,90;742,900;69,05;71,78;72,94
742,950;71,39;72,30;66,89;742,950;69,05;71,78;72,95
743,000;71,39;72,31;66,89;743,000;69,05;71,78;72,94
743,050;71,39;72,31;66,89;743,050;69,05;71,78;72,94
743,100;71,39;72,30;66,89;743,100;69,05;71,78;72,94
743,150;71,39;72,30;66,89;743,150;69,05;71,78;72,94
743,200;71,38;72,30;66,89;743,200;69,05;71,78;72,94
743,250;71,38;72,30;66,89;743,250;69,05;71,77;72,94
743,300;71,38;72,30;66,89;743,300;69,05;71,78;72,94
743,350;71,38;72,30;66,89;743,350;69,05;71,78;72,94
743,400;71,39;72,30;66,89;743,400;69,04;71,77;72,94
743,450;71,38;72,30;66,88;743,450;69,05;71,77;72,93
743,500;71,38;72,30;66,88;743,500;69,04;71,77;72,94
743,550;71,38;72,30;66,89;743,550;69,04;71,77;72,93
743,600;71,38;72,30;66,88;743,600;69,04;71,77;72,93
743,650;71,38;72,30;66,88;743,650;69,04;71,77;72,93
743,700;71,38;72,30;66,88;743,700;69,04;71,77;72,93
743,750;71,38;72,30;66,88;743,750;69,04;71,77;72,93
743,800;71,38;72,30;66,88;743,800;69,04;71,77;72,93
743,850;71,38;72,30;66,88;743,850;69,04;71,77;72,93
743,900;71,38;72,30;66,88;743,900;69,04;71,77;72,93
743,950;71,38;72,30;66,88;743,950;69,04;71,77;72,93
744,000;71,38;72,30;66,87;744,000;69,04;71,77;72,93
744,050;71,38;72,29;66,87;744,050;69,03;71,76;72,92
744,100;71,38;72,30;66,88;744,100;69,03;71,77;72,93
744,150;71,38;72,29;66,88;744,150;69,03;71,77;72,93
744,200;71,38;72,29;66,87;744,200;69,03;71,77;72,93
744,250;71,37;72,29;66,87;744,250;69,03;71,77;72,93
744,300;71,38;72,29;66,88;744,300;69,03;71,77;72,93
744,350;71,37;72,29;66,87;744,350;69,03;71,77;72,92
744,400;71,37;72,29;66,87;744,400;69,03;71,77;72,92
744,450;71,37;72,29;66,87;744,450;69,02;71,77;72,92
744,500;71,37;72,29;66,87;744,500;69,02;71,76;72,92
744,550;71,37;72,29;66,87;744,550;69,03;71,76;72,92
744,600;71,37;72,29;66,87;744,600;69,02;71,76;72,92
744,650;71,37;72,29;66,87;744,650;69,02;71,76;72,92
744,700;71,37;72,29;66,87;744,700;69,02;71,76;72,93
744,750;71,37;72,29;66,87;744,750;69,02;71,76;72,92
744,800;71,37;72,29;66,87;744,800;69,02;71,76;72,92
744,850;71,37;72,29;66,87;744,850;69,02;71,76;72,92
744,900;71,37;72,29;66,87;744,900;69,02;71,76;72,92
744,950;71,36;72,28;66,87;744,950;69,02;71,76;72,92
745,000;71,37;72,28;66,87;745,000;69,02;71,76;72,92
745,050;71,37;72,28;66,86;745,050;69,01;71,75;72,91
745,100;71,37;72,28;66,86;745,100;69,02;71,76;72,92
745,150;71,37;72,28;66,86;745,150;69,01;71,76;72,92
745,200;71,36;72,28;66,86;745,200;69,02;71,76;72,92
745,250;71,36;72,28;66,86;745,250;69,01;71,76;72,92
745,300;71,36;72,28;66,86;745,300;69,01;71,75;72,91
745,350;71,36;72,28;66,86;745,350;69,01;71,76;72,91
745,400;71,36;72,28;66,85;745,400;69,01;71,75;72,92
745,450;71,36;72,28;66,86;745,450;69,01;71,75;72,91
745,500;71,36;72,28;66,86;745,500;69,01;71,75;72,91
745,550;71,36;72,28;66,86;745,550;69,01;71,75;72,92
745,600;71,36;72,28;66,85;745,600;69,01;71,75;72,91
745,650;71,36;72,28;66,86;745,650;69,01;71,75;72,91
745,700;71,36;72,28;66,85;745,700;69,01;71,75;72,91
745,750;71,36;72,28;66,85;745,750;69,01;71,75;72,91
745,800;71,36;72,27;66,85;745,800;69,01;71,75;72,91
745,850;71,36;72,28;66,85;745,850;69,01;71,75;72,91
745,900;71,36;72,27;66,85;745,900;69,00;71,75;72,91
745,950;71,36;72,27;66,85;745,950;69,00;71,75;72,91
746,000;71,36;72,27;66,85;746,000;69,01;71,75;72,92
746,050;71,35;72,27;66,85;746,050;69,00;71,75;72,91
746,100;71,36;72,27;66,85;746,100;69,00;71,75;72,91
746,150;71,35;72,27;66,85;746,150;69,00;71,75;72,91
746,200;71,36;72,27;66,85;746,200;69,00;71,75;72,91
746,250;71,35;72,27;66,85;746,250;68,99;71,75;72,91
746,300;71,35;72,27;66,85;746,300;69,00;71,74;72,91
746,350;71,35;72,27;66,85;746,350;68,99;71,74;72,91
746,400;71,35;72,27;66,84;746,400;68,99;71,74;72,91
746,450;71,35;72,27;66,84;746,450;69,00;71,75;72,90
746,500;71,35;72,27;66,84;746,500;69,00;71,74;72,90
746,550;71,35;72,26;66,84;746,550;68,99;71,74;72,90
746,600;71,35;72,26;66,84;746,600;68,99;71,74;72,90
746,650;71,35;72,26;66,84;746,650;69,00;71,74;72,91
746,700;71,35;72,26;66,84;746,700;68,99;71,74;72,90
746,750;71,35;72,26;66,84;746,750;68,99;71,74;72,90
746,800;71,35;72,26;66,84;746,800;68,99;71,74;72,90
746,850;71,35;72,26;66,84;746,850;68,99;71,74;72,90
746,900;71,34;72,26;66,84;746,900;68,99;71,74;72,90
746,950;71,34;72,26;66,84;746,950;68,99;71,74;72,90
747,000;71,35;72,26;66,84;747,000;68,99;71,74;72,90
747,050;71,35;72,26;66,84;747,050;68,99;71,74;72,90
747,100;71,35;72,26;66,84;747,100;68,99;71,74;72,90
747,150;71,35;72,26;66,84;747,150;68,98;71,74;72,90
747,200;71,35;72,26;66,83;747,200;68,98;71,73;72,90
747,250;71,34;72,25;66,83;747,250;68,98;71,73;72,90
747,300;71,34;72,26;66,83;747,300;68,98;71,73;72,90
747,350;71,34;72,26;66,83;747,350;68,98;71,73;72,90
747,400;71,34;72,26;66,83;747,400;68,98;71,73;72,90
747,450;71,34;72,25;66,83;747,450;68,98;71,74;72,90
747,500;71,35;72,25;66,83;747,500;68,98;71,73;72,89
747,550;71,34;72,25;66,83;747,550;68,98;71,73;72,90
747,600;71,34;72,25;66,83;747,600;68,98;71,73;72,89
747,650;71,34;72,25;66,83;747,650;68,98;71,73;72,89
747,700;71,34;72,25;66,83;747,700;68,98;71,73;72,89
747,750;71,34;72,25;66,83;747,750;68,98;71,73;72,89
747,800;71,34;72,25;66,83;747,800;68,98;71,73;72,89
747,850;71,33;72,25;66,82;747,850;68,98;71,73;72,89
747,900;71,33;72,25;66,83;747,900;68,98;71,73;72,89
747,950;71,34;72,25;66,82;747,950;68,97;71,73;72,89
748,000;71,34;72,25;66,82;748,000;68,97;71,73;72,89
748,050;71,33;72,25;66,83;748,050;68,97;71,72;72,89
748,100;71,34;72,25;66,82;748,100;68,97;71,73;72,89
748,150;71,34;72,25;66,83;748,150;68,97;71,73;72,89
748,200;71,33;72,24;66,82;748,200;68,97;71,72;72,89
748,250;71,34;72,25;66,82;748,250;68,97;71,73;72,89
748,300;71,33;72,24;66,82;748,300;68,97;71,73;72,89
748,350;71,33;72,24;66,82;748,350;68,97;71,72;72,88
748,400;71,33;72,24;66,82;748,400;68,97;71,73;72,89
748,450;71,33;72,24;66,82;748,450;68,97;71,72;72,89
748,500;71,33;72,24;66,82;748,500;68,97;71,72;72,89
748,550;71,33;72,24;66,82;748,550;68,97;71,72;72,89
748,600;71,33;72,24;66,82;748,600;68,96;71,72;72,88
748,650;71,33;72,24;66,81;748,650;68,97;71,72;72,88
748,700;71,33;72,24;66,81;748,700;68,97;71,72;72,88
748,750;71,33;72,24;66,81;748,750;68,97;71,72;72,88
748,800;71,33;72,24;66,81;748,800;68,97;71,72;72,88
748,850;71,33;72,24;66,81;748,850;68,97;71,72;72,88
748,900;71,32;72,24;66,81;748,900;68,96;71,72;72,88
748,950;71,32;72,24;66,81;748,950;68,96;71,72;72,88
749,000;71,32;72,24;66,81;749,000;68,96;71,72;72,88
749,050;71,32;72,24;66,81;749,050;68,96;71,72;72,88
749,100;71,32;72,24;66,81;749,100;68,96;71,72;72,88
749,150;71,32;72,23;66,81;749,150;68,96;71,71;72,88
749,200;71,32;72,24;66,81;749,200;68,96;71,72;72,87
749,250;71,32;72,24;66,81;749,250;68,96;71,72;72,87
749,300;71,32;72,24;66,81;749,300;68,96;71,72;72,87
749,350;71,32;72,23;66,81;749,350;68,96;71,72;72,87
749,400;71,32;72,23;66,81;749,400;68,96;71,71;72,88
749,450;71,32;72,23;66,81;749,450;68,96;71,71;72,87
749,500;71,31;72,23;66,81;749,500;68,96;71,71;72,88
749,550;71,32;72,23;66,80;749,550;68,96;71,71;72,87
749,600;71,31;72,23;66,80;749,600;68,96;71,72;72,87
749,650;71,31;72,23;66,80;749,650;68,95;71,71;72,87
749,700;71,31;72,23;66,80;749,700;68,95;71,71;72,87
749,750;71,31;72,23;66,80;749,750;68,96;71,71;72,87
749,800;71,31;72,23;66,80;749,800;68,95;71,71;72,87
749,850;71,31;72,23;66,80;749,850;68,95;71,71;72,87
749,900;71,31;72,23;66,80;749,900;68,95;71,71;72,87
749,950;71,31;72,23;66,80;749,950;68,95;71,71;72,87
750,000;71,31;72,23;66,80;750,000;68,95;71,71;72,87
750,050;71,31;72,23;66,80;750,050;68,95;71,71;72,87
750,100;71,31;72,23;66,80;750,100;68,95;71,71;72,87
750,150;71,30;72,23;66,80;750,150;68,95;71,71;72,86
750,200;71,30;72,23;66,80;750,200;68,95;71,71;72,86
750,250;71,30;72,23;66,79;750,250;68,95;71,71;72,86
750,300;71,30;72,23;66,80;750,300;68,95;71,70;72,86
750,350;71,30;72,23;66,80;750,350;68,95;71,70;72,86
750,400;71,30;72,23;66,79;750,400;68,94;71,71;72,86
750,450;71,30;72,23;66,79;750,450;68,94;71,70;72,86
750,500;71,30;72,23;66,79;750,500;68,94;71,70;72,86
750,550;71,30;72,23;66,79;750,550;68,94;71,70;72,86
750,600;71,30;72,23;66,79;750,600;68,94;71,70;72,86
750,650;71,30;72,23;66,79;750,650;68,94;71,70;72,86
750,700;71,30;72,22;66,79;750,700;68,94;71,70;72,85
750,750;71,30;72,23;66,79;750,750;68,94;71,70;72,86
750,800;71,30;72,22;66,79;750,800;68,94;71,70;72,85
750,850;71,29;72,23;66,79;750,850;68,94;71,70;72,85
750,900;71,29;72,22;66,78;750,900;68,94;71,70;72,85
750,950;71,30;72,23;66,78;750,950;68,94;71,70;72,86
751,000;71,29;72,23;66,78;751,000;68,94;71,70;72,85
751,050;71,29;72,23;66,78;751,050;68,94;71,70;72,85
751,100;71,29;72,22;66,78;751,100;68,94;71,70;72,85
751,150;71,29;72,22;66,78;751,150;68,94;71,70;72,85
751,200;71,29;72,22;66,78;751,200;68,94;71,70;72,85
751,250;71,29;72,22;66,78;751,250;68,94;71,70;72,85
751,300;71,28;72,22;66,78;751,300;68,93;71,70;72,85
751,350;71,29;72,22;66,78;751,350;68,93;71,70;72,85
751,400;71,28;72,22;66,78;751,400;68,93;71,69;72,85
751,450;71,28;72,22;66,78;751,450;68,93;71,70;72,85
751,500;71,28;72,23;66,78;751,500;68,93;71,69;72,85
751,550;71,28;72,22;66,78;751,550;68,93;71,69;72,85
751,600;71,28;72,22;66,78;751,600;68,93;71,69;72,85
751,650;71,28;72,22;66,78;751,650;68,93;71,69;72,85
751,700;71,28;72,22;66,78;751,700;68,93;71,69;72,85
751,750;71,28;72,22;66,77;751,750;68,93;71,69;72,85
751,800;71,28;72,22;66,77;751,800;68,93;71,69;72,85
751,850;71,28;72,22;66,78;751,850;68,93;71,69;72,84
751,900;71,28;72,22;66,77;751,900;68,92;71,69;72,85
751,950;71,28;72,22;66,77;751,950;68,93;71,69;72,84
752,000;71,27;72,22;66,77;752,000;68,93;71,69;72,85
752,050;71,28;72,22;66,77;752,050;68,92;71,69;72,85
752,100;71,28;72,22;66,77;752,100;68,93;71,69;72,84
752,150;71,27;72,22;66,77;752,150;68,92;71,69;72,85
752,200;71,27;72,22;66,77;752,200;68,92;71,68;72,84
752,250;71,27;72,22;66,77;752,250;68,92;71,69;72,84
752,300;71,27;72,22;66,77;752,300;68,92;71,68;72,84
752,350;71,27;72,22;66,77;752,350;68,92;71,69;72,84
752,400;71,27;72,22;66,77;752,400;68,92;71,68;72,84
752,450;71,27;72,22;66,77;752,450;68,92;71,68;72,84
752,500;71,27;72,22;66,77;752,500;68,92;71,68;72,84
752,550;71,27;72,22;66,77;752,550;68,92;71,68;72,84
752,600;71,27;72,22;66,77;752,600;68,92;71,68;72,84
752,650;71,27;72,21;66,77;752,650;68,92;71,68;72,84
752,700;71,27;72,22;66,76;752,700;68,91;71,68;72,84
752,750;71,27;72,21;66,76;752,750;68,92;71,68;72,84
752,800;71,27;72,21;66,76;752,800;68,92;71,68;72,84
752,850;71,27;72,21;66,77;752,850;68,91;71,68;72,84
752,900;71,26;72,21;66,76;752,900;68,92;71,68;72,84
752,950;71,26;72,21;66,76;752,950;68,91;71,68;72,84
753,000;71,26;72,22;66,76;753,000;68,91;71,68;72,84
753,050;71,26;72,21;66,76;753,050;68,91;71,68;72,84
753,100;71,26;72,21;66,76;753,100;68,91;71,68;72,84
753,150;71,27;72,21;66,76;753,150;68,91;71,67;72,84
753,200;71,26;72,21;66,76;753,200;68,91;71,67;72,84
753,250;71,26;72,21;66,76;753,250;68,90;71,67;72,83
753,300;71,26;72,21;66,76;753,300;68,91;71,67;72,83
753,350;71,26;72,21;66,76;753,350;68,90;71,68;72,84
753,400;71,26;72,21;66,76;753,400;68,91;71,67;72,83
753,450;71,26;72,21;66,76;753,450;68,91;71,67;72,83
753,500;71,26;72,21;66,76;753,500;68,90;71,67;72,83
753,550;71,27;72,21;66,76;753,550;68,90;71,67;72,83
753,600;71,26;72,20;66,76;753,600;68,90;71,67;72,83
753,650;71,26;72,20;66,76;753,650;68,90;71,67;72,83
753,700;71,26;72,21;66,76;753,700;68,90;71,67;72,83
753,750;71,26;72,20;66,75;753,750;68,90;71,67;72,83
753,800;71,26;72,20;66,75;753,800;68,90;71,67;72,83
753,850;71,26;72,21;66,75;753,850;68,90;71,67;72,83
753,900;71,26;72,20;66,75;753,900;68,90;71,67;72,83
753,950;71,26;72,20;66,76;753,950;68,90;71,66;72,83
754,000;71,26;72,21;66,75;754,000;68,90;71,67;72,83
754,050;71,26;72,20;66,75;754,050;68,90;71,67;72,83
754,100;71,26;72,20;66,75;754,100;68,90;71,66;72,83
754,150;71,26;72,20;66,75;754,150;68,90;71,67;72,83
754,200;71,26;72,20;66,75;754,200;68,90;71,66;72,83
754,250;71,26;72,20;66,75;754,250;68,89;71,66;72,83
754,300;71,26;72,20;66,75;754,300;68,90;71,66;72,83
754,350;71,26;72,20;66,75;754,350;68,90;71,66;72,83
754,400;71,26;72,20;66,75;754,400;68,89;71,66;72,83
754,450;71,26;72,20;66,75;754,450;68,89;71,67;72,83
754,500;71,26;72,20;66,75;754,500;68,89;71,66;72,83
754,550;71,26;72,20;66,75;754,550;68,89;71,66;72,83
754,600;71,26;72,20;66,75;754,600;68,89;71,66;72,83
754,650;71,26;72,20;66,75;754,650;68,89;71,66;72,83
754,700;71,26;72,20;66,75;754,700;68,89;71,66;72,83
754,750;71,26;72,19;66,75;754,750;68,89;71,66;72,83
754,800;71,26;72,19;66,75;754,800;68,89;71,66;72,83
754,850;71,26;72,19;66,74;754,850;68,89;71,66;72,83
754,900;71,26;72,19;66,75;754,900;68,89;71,66;72,83
754,950;71,26;72,19;66,74;754,950;68,89;71,66;72,83
755,000;71,26;72,19;66,75;755,000;68,89;71,65;72,83
755,050;71,26;72,19;66,74;755,050;68,89;71,66;72,83
755,100;71,26;72,19;66,75;755,100;68,89;71,65;72,83
755,150;71,26;72,19;66,74;755,150;68,88;71,65;72,83
755,200;71,26;72,19;66,74;755,200;68,88;71,66;72,83
755,250;71,26;72,18;66,75;755,250;68,89;71,65;72,83
755,300;71,26;72,18;66,74;755,300;68,88;71,65;72,83
755,350;71,26;72,18;66,74;755,350;68,88;71,65;72,83
755,400;71,26;72,19;66,74;755,400;68,88;71,65;72,82
755,450;71,26;72,18;66,74;755,450;68,88;71,65;72,83
755,500;71,26;72,18;66,74;755,500;68,88;71,65;72,83
755,550;71,26;72,18;66,74;755,550;68,88;71,65;72,83
755,600;71,26;72,18;66,74;755,600;68,88;71,65;72,83
755,650;71,26;72,18;66,74;755,650;68,88;71,65;72,83
755,700;71,26;72,18;66,74;755,700;68,88;71,65;72,83
